seed,arm,attempted_index,successful_optimizer_steps,skip,scale_before,scale_after,update_norm,raw_grad_norm,raw_grad_nonfinite_count,first_moment_norm,second_moment_norm,lr_multiplier,actual_lr,internal_steps
50,A,60,51,False,128.0,128.0,0.055409953361727403,5275.3853473734143,0,5847.851696451213,121886.65339687752,1.0,0.0001,51
50,A,61,52,False,128.0,128.0,0.056237385969431675,5698.5925987022592,0,5822.617448706086,123788.49639284925,1.0,0.0001,52
50,A,62,53,False,128.0,128.0,0.056405697777143118,3151.9310969745334,0,5405.9571617021065,124049.73701988038,1.0,0.0001,53
50,A,63,54,False,128.0,128.0,0.057366406169198317,4756.952096196489,0,5328.556578345963,125213.61023454704,1.0,0.0001,54
50,A,64,55,False,128.0,128.0,0.057873334414272067,3683.4997930074842,0,5137.316012220487,125827.41870398201,1.0,0.0001,55
50,D,1,0,True,65536.0,32768.0,0,inf,44382534,0.0,0.0,,,0
50,D,2,0,True,32768.0,16384.0,0,inf,44375935,0.0,0.0,,,0
50,D,3,0,True,16384.0,8192.0,0,inf,44373810,0.0,0.0,,,0
50,D,4,0,True,8192.0,4096.0,0,inf,44373065,0.0,0.0,,,0
50,D,5,0,True,4096.0,2048.0,0,inf,181,0.0,0.0,,,0
50,D,6,0,True,2048.0,1024.0,0,inf,36,0.0,0.0,,,0
50,D,7,0,True,1024.0,512.0,0,inf,7,0.0,0.0,,,0
50,D,8,0,True,512.0,256.0,0,inf,1,0.0,0.0,,,0
50,D,9,1,False,256.0,256.0,0.33739498837075649,3373.9494932807193,0,337.3949561072142,1423.873095609487,1.0,0.0001,1
50,D,10,2,False,256.0,256.0,0.47188231107747802,7689.8164275480858,0,896.5764182381602,3536.32864298719,1.0,0.0001,2
50,D,11,3,False,256.0,256.0,0.43936671376556913,8379.3968938166308,0,1190.683797552213,5083.437136801514,1.0,0.0001,3
50,D,12,3,True,256.0,128.0,0,inf,1,1190.683797552213,5083.437136801514,,,3
50,D,13,4,False,128.0,128.0,0.3873761967236477,11441.933979581119,0,1332.186734023491,10595.241706853467,1.0,0.0001,4
50,D,14,5,False,128.0,128.0,0.33331206591270568,5082.0583751852346,0,1364.946141664142,11253.369813894411,1.0,0.0001,5
50,D,15,6,False,128.0,128.0,0.0091136558983424543,9010.5617290717018,0,1462.464784374253,15093.928356542247,1.0,0.0001,6
50,D,16,7,False,128.0,128.0,0.011283253879300049,11933.659886749903,0,2167.823823924596,22753.23404448891,1.0,0.0001,7
50,D,17,8,False,128.0,128.0,0.013223335306338901,10607.1573815394,0,2905.60057292056,28920.507858154055,1.0,0.0001,8
50,D,18,9,False,128.0,128.0,0.015157483951865469,10088.721384657807,0,3574.969842114543,34674.11477282225,1.0,0.0001,9
50,D,19,10,False,128.0,128.0,0.016869593529395464,8778.9915283547707,0,4072.780579913221,39000.58743811231,1.0,0.0001,10
50,D,20,11,False,128.0,128.0,0.018602482430810391,10438.876714648888,0,4686.713915291032,45080.95880548001,1.0,0.0001,11
50,D,21,12,False,128.0,128.0,0.020383008197409267,10455.178681500356,0,5253.1456470260055,51293.50599787898,1.0,0.0001,12
50,D,22,13,False,128.0,128.0,0.022111191789482725,11041.733824465531,0,5821.22532256256,58280.323989025615,1.0,0.0001,13
50,D,23,14,False,128.0,128.0,0.023761857744912792,10454.034639974167,0,6277.426329467199,64529.2093695072,1.0,0.0001,14
50,D,24,15,False,128.0,128.0,0.025229087439714311,8360.6184364406145,0,6481.171498580107,68523.29850201213,1.0,0.0001,15
50,D,25,16,False,128.0,128.0,0.026973467829758454,11041.119618346107,0,6932.758120399138,75503.77754827951,1.0,0.0001,16
50,D,26,17,False,128.0,128.0,0.028302138322097724,9503.1946264719481,0,7185.87402133199,80849.33300646745,1.0,0.0001,17
50,D,27,18,False,128.0,128.0,0.029872879913268143,9723.1121659898381,0,7433.4628611561075,86346.36790589163,1.0,0.0001,18
50,D,28,19,False,128.0,128.0,0.031151965932761452,10281.053714782898,0,7715.435813812974,92536.99793572021,1.0,0.0001,19
50,D,29,20,False,128.0,128.0,0.032811742405267387,10753.526267341742,0,8016.170616886893,99397.18487004536,1.0,0.0001,20
50,D,30,21,False,128.0,128.0,0.034091029980784206,9577.9707906101667,0,8168.988491622578,104771.6913764099,1.0,0.0001,21
50,D,31,22,False,128.0,128.0,0.035464493091930734,9128.4984411979076,0,8260.971744838209,109753.66954912916,1.0,0.0001,22
50,D,32,23,False,128.0,128.0,0.036982221161767477,9729.2047399982366,0,8400.034557563356,115248.57606568764,1.0,0.0001,23
50,D,33,24,False,128.0,128.0,0.038239267959886712,10165.887634271741,0,8572.005016546409,121132.3785308331,1.0,0.0001,24
50,D,34,25,False,128.0,128.0,0.039732298328615127,10356.494667144068,0,8747.412498135764,127416.54157750604,1.0,0.0001,25
50,D,35,26,False,128.0,128.0,0.040822088619443919,7923.789367278132,0,8655.689790974178,131110.2173086092,1.0,0.0001,26
50,D,36,27,False,128.0,128.0,0.041817928958553477,9287.114099192635,0,8715.290355157858,136140.37494179973,1.0,0.0001,27
50,D,37,28,False,128.0,128.0,0.043235823444683914,10150.066133567359,0,8854.571705783601,142198.7781457822,1.0,0.0001,28
50,D,38,29,False,128.0,128.0,0.044051683309590008,9176.9672321319522,0,8872.38921541919,146925.83801581722,1.0,0.0001,29
50,D,39,30,False,128.0,128.0,0.045224005993511132,8871.4777497237083,0,8869.901044527389,151519.86785497813,1.0,0.0001,30
50,D,40,31,False,128.0,128.0,0.046619525781506736,8900.6660596922175,0,8870.156331431943,156159.51017147774,1.0,0.0001,31
50,D,41,32,False,128.0,128.0,0.04792933557245331,10647.719814233136,0,9040.89196277093,162605.98212925246,1.0,0.0001,32
50,D,42,33,False,128.0,128.0,0.048829484573438435,8346.4487407698816,0,8964.253759725418,166705.0335949211,1.0,0.0001,33
50,D,43,34,False,128.0,128.0,0.049766041211277944,7793.0839869874544,0,8841.32766124002,170160.2251455481,1.0,0.0001,34
50,D,44,35,False,128.0,128.0,0.051070460794674526,9650.6176483757863,0,8918.56631558614,175550.80398122745,1.0,0.0001,35
50,D,45,36,False,128.0,128.0,0.051833687801069138,8292.769090936983,0,8849.914319619915,179493.3813790456,1.0,0.0001,36
50,D,46,37,False,128.0,128.0,0.052739537949886846,8922.9097344534457,0,8853.084864890805,184230.3240006917,1.0,0.0001,37
50,D,47,38,False,128.0,128.0,0.053539553315320419,9520.6878182956571,0,8916.29713785946,189454.18488403378,1.0,0.0001,38
50,D,48,39,False,128.0,128.0,0.05391372298677824,8127.9027454298066,0,8812.600287712961,193138.93077803473,1.0,0.0001,39
50,D,49,40,False,128.0,128.0,0.054770395891219667,10342.875954813611,0,8960.617089461191,199381.00688989914,1.0,0.0001,40
50,D,50,41,False,128.0,128.0,0.055292292649866903,8365.6197396074585,0,8896.420939771553,203363.03666446367,1.0,0.0001,41
50,D,51,42,False,128.0,128.0,0.055740211081094677,7217.4056700888204,0,8715.86857778857,206221.13017697612,1.0,0.0001,42
50,D,52,43,False,128.0,128.0,0.055982166715814477,8439.1643441794949,0,8672.26355244964,210500.76986123231,1.0,0.0001,43
50,D,53,44,False,128.0,128.0,0.056783144343094949,8576.7733988946366,0,8658.030549032403,214811.91292738792,1.0,0.0001,44
50,D,54,45,False,128.0,128.0,0.057178785682842938,7818.8682755852624,0,8565.458936504496,218244.85870036433,1.0,0.0001,45
50,D,55,46,False,128.0,128.0,0.058025277495730297,8468.8739717121516,0,8544.437164298955,222433.78908952998,1.0,0.0001,46
50,D,56,47,False,128.0,128.0,0.058357829747706445,7091.3363289661238,0,8389.259783952462,225307.93866778025,1.0,0.0001,47
50,D,57,48,False,128.0,128.0,0.059243662581619866,9208.2704100415285,0,8465.44782924993,230157.36933916263,1.0,0.0001,48
50,D,58,49,False,128.0,128.0,0.06057117747446817,9712.0594655442255,0,8584.89260850583,235584.08708705453,1.0,0.0001,49
50,D,59,50,False,128.0,128.0,0.061556053047698234,9544.5028226241211,0,8672.509139117767,240943.14797677047,1.0,0.0001,50
50,D,60,51,False,128.0,128.0,0.062090413207127368,7661.6257132431074,0,8539.14712518173,244073.29598997702,1.0,0.0001,51
50,D,61,52,False,128.0,128.0,0.063030147380494131,8351.9297646028317,0,8514.768429165146,248199.66173433856,1.0,0.0001,52
50,D,62,53,False,128.0,128.0,0.06324152761375447,5314.00903608923,0,8137.747261589655,249378.1729079457,1.0,0.0001,53
50,D,63,54,False,128.0,128.0,0.064146554588655619,7676.6239325935094,0,8083.846872339803,252751.99477859936,1.0,0.0001,54
50,D,64,55,False,128.0,128.0,0.0646668589281056,6544.3235362172954,0,7917.898144402392,255121.29901753995,1.0,0.0001,55
50,D_compensate,1,0,True,65536.0,32768.0,0,inf,44382534,0.0,0.0,,,0
50,D_compensate,2,0,True,32768.0,16384.0,0,inf,44375935,0.0,0.0,,,0
50,D_compensate,3,0,True,16384.0,8192.0,0,inf,44373810,0.0,0.0,,,0
50,D_compensate,4,0,True,8192.0,4096.0,0,inf,44373065,0.0,0.0,,,0
50,D_compensate,5,0,True,4096.0,2048.0,0,inf,181,0.0,0.0,,,0
50,D_compensate,6,0,True,2048.0,1024.0,0,inf,36,0.0,0.0,,,0
50,D_compensate,7,0,True,1024.0,512.0,0,inf,7,0.0,0.0,,,0
50,D_compensate,8,0,True,512.0,256.0,0,inf,1,0.0,0.0,,,0
50,D_compensate,9,1,False,256.0,256.0,0.37113447900931518,3373.9494932807193,0,337.3949561072142,1423.873095609487,1.1,0.00011000000000000002,1
50,D_compensate,10,2,False,256.0,256.0,0.59724105208371125,9101.7834146572859,0,1031.598191614492,5036.710571917334,1.1,0.00011000000000000002,2
50,D_compensate,11,3,False,256.0,256.0,0.54070674019207443,9098.7613690251746,0,1332.1047911147516,6693.379339713173,1.1,0.00011000000000000002,3
50,D_compensate,12,3,True,256.0,128.0,0,inf,2,1332.1047911147516,6693.379339713173,,,3
50,D_compensate,13,4,False,128.0,128.0,0.48173620119971877,14890.948963987747,0,1506.0824237888146,16518.877612126034,1.1,0.00011000000000000002,4
50,D_compensate,14,5,False,128.0,128.0,0.35107923397914337,7734.7689847134698,0,1307.004025160643,19267.819581752705,1.1,0.00011000000000000002,5
50,D_compensate,15,6,False,128.0,128.0,0.0085851104644837067,8747.1775072836663,0,1498.8452351966855,22635.80355397982,1.0,0.0001,6
50,D_compensate,16,7,False,128.0,128.0,0.010492758590861387,11655.007234575085,0,2234.4916569961993,29234.116391466036,1.0,0.0001,7
50,D_compensate,17,8,False,128.0,128.0,0.012235679985705327,10541.932134503993,0,2972.9033805786576,34693.036273013924,1.0,0.0001,8
50,D_compensate,18,9,False,128.0,128.0,0.013929973472161931,9876.4801110104072,0,3617.096672227396,39635.538326581845,1.0,0.0001,9
50,D_compensate,19,10,False,128.0,128.0,0.015389723269567201,8716.0028125687841,0,4107.322370893155,43716.25556044454,1.0,0.0001,10
50,D_compensate,20,11,False,128.0,128.0,0.016855540998022812,10240.220569283038,0,4699.756338592104,49224.900448362525,1.0,0.0001,11
50,D_compensate,21,12,False,128.0,128.0,0.018461177174557673,10202.191175192938,0,5240.684367821741,54736.57403807739,1.0,0.0001,12
50,D_compensate,22,13,False,128.0,128.0,0.01997404011434957,10960.620802916084,0,5802.747810996781,61081.221157931584,1.0,0.0001,13
50,D_compensate,23,14,False,128.0,128.0,0.021407392662578722,10225.31122484458,0,6237.923449738623,66654.52680082459,1.0,0.0001,14
50,D_compensate,24,15,False,128.0,128.0,0.022616712777070017,8348.1523444984032,0,6443.5382493947445,70430.65909095533,1.0,0.0001,15
50,D_compensate,25,16,False,128.0,128.0,0.02415745735574578,10884.019847943557,0,6883.591182979391,76798.379025115,1.0,0.0001,16
50,D_compensate,26,17,False,128.0,128.0,0.025228709146962177,9303.9761675772534,0,7121.791616736487,81613.14614149828,1.0,0.0001,17
50,D_compensate,27,18,False,128.0,128.0,0.026482072835417411,9386.28260560946,0,7341.40404181904,86364.67357899448,1.0,0.0001,18
50,D_compensate,28,19,False,128.0,128.0,0.027491181130766866,10134.900944285979,0,7617.285194239143,92029.99087105045,1.0,0.0001,19
50,D_compensate,29,20,False,128.0,128.0,0.028989953991955395,10440.920689895385,0,7896.514231097888,98090.20325907941,1.0,0.0001,20
50,D_compensate,30,21,False,128.0,128.0,0.030114062795583974,9326.2652450447458,0,8036.161555169834,102876.61607707292,1.0,0.0001,21
50,D_compensate,31,22,False,128.0,128.0,0.031204104043533954,8812.6793369819989,0,8110.5636515928645,107251.23589788245,1.0,0.0001,22
50,D_compensate,32,23,False,128.0,128.0,0.032424451232328406,9483.9001708282394,0,8237.877763828532,112060.0745162469,1.0,0.0001,23
50,D_compensate,33,24,False,128.0,128.0,0.033588770454623301,9735.1471022638852,0,8382.894537376491,117086.62447341888,1.0,0.0001,24
50,D_compensate,34,25,False,128.0,128.0,0.03491508467187443,10069.611801952115,0,8548.026283019773,122662.36093137976,1.0,0.0001,25
50,D_compensate,35,26,False,128.0,128.0,0.035719573657198307,7463.1509814618648,0,8432.571180811876,125754.75950605657,1.0,0.0001,26
50,D_compensate,36,27,False,128.0,128.0,0.036590765474242108,9071.9425096688792,0,8492.909379221159,130270.94392874406,1.0,0.0001,27
50,D_compensate,37,28,False,128.0,128.0,0.03771389332668635,9874.9040627515878,0,8627.528226281725,135622.51963806816,1.0,0.0001,28
50,D_compensate,38,29,False,128.0,128.0,0.03847489511939909,8843.6031927796157,0,8635.59896795307,139803.60273624948,1.0,0.0001,29
50,D_compensate,39,30,False,128.0,128.0,0.039355654303890895,8546.026774381724,0,8623.129081328276,143798.84973577567,1.0,0.0001,30
50,D_compensate,40,31,False,128.0,128.0,0.04037337764516321,8530.2790373970693,0,8610.91582849931,147771.74318059938,1.0,0.0001,31
50,D_compensate,41,32,False,128.0,128.0,0.041490255631646378,10180.059175306935,0,8760.567419731411,153194.0398237481,1.0,0.0001,32
50,D_compensate,42,33,False,128.0,128.0,0.042119662643851648,7948.0229080825811,0,8673.59993543507,156684.6993745419,1.0,0.0001,33
50,D_compensate,43,34,False,128.0,128.0,0.042731205475292994,7491.5318328320591,0,8548.41249371348,159691.0422566821,1.0,0.0001,34
50,D_compensate,44,35,False,128.0,128.0,0.043738694740052091,9211.1443252417175,0,8610.074838869705,164327.44146649787,1.0,0.0001,35
50,D_compensate,45,36,False,128.0,128.0,0.04442697430706799,7691.3446346507326,0,8512.32190198659,167508.5000133938,1.0,0.0001,36
50,D_compensate,46,37,False,128.0,128.0,0.045301977596718106,8462.6715384291183,0,8502.973948126632,171497.60996117463,1.0,0.0001,37
50,D_compensate,47,38,False,128.0,128.0,0.046355135297355847,8881.6840869864682,0,8537.729399965881,175661.65424791095,1.0,0.0001,38
50,D_compensate,48,39,False,128.0,128.0,0.046995866114730209,7786.1256249388998,0,8437.472394379209,178898.58928200984,1.0,0.0001,39
50,D_compensate,49,40,False,128.0,128.0,0.048167097429754113,9950.1720986081036,0,8583.673788593098,184331.5198609005,1.0,0.0001,40
50,D_compensate,50,41,False,128.0,128.0,0.048885791397199813,7896.3275518152113,0,8511.028802363695,187642.87869611094,1.0,0.0001,41
50,D_compensate,51,42,False,128.0,128.0,0.049186270594935903,6699.8432929968303,0,8321.316467298702,189991.85632016914,1.0,0.0001,42
50,D_compensate,52,43,False,128.0,128.0,0.049655149785025457,8140.0174730878853,0,8287.115981410418,193746.997561689,1.0,0.0001,43
50,D_compensate,53,44,False,128.0,128.0,0.050697342536798203,7909.0248364364006,0,8244.912536672407,197165.10670872274,1.0,0.0001,44
50,D_compensate,54,45,False,128.0,128.0,0.051431180111935877,7387.3100472429751,0,8150.18347573411,199998.25662539247,1.0,0.0001,45
50,D_compensate,55,46,False,128.0,128.0,0.052503069033159211,7782.6446307887645,0,8100.389152283308,203286.0653564899,1.0,0.0001,46
50,D_compensate,56,47,False,128.0,128.0,0.052966624524638982,6353.8692186924482,0,7915.953187133719,205432.82413149503,1.0,0.0001,47
50,D_compensate,57,48,False,128.0,128.0,0.054039160002228019,8518.8216122662197,0,7969.996353126354,209233.63296548938,1.0,0.0001,48
50,D_compensate,58,49,False,128.0,128.0,0.055519296069841094,9126.9303392315778,0,8081.534265184405,213677.82718670284,1.0,0.0001,49
50,D_compensate,59,50,False,128.0,128.0,0.05656446201627427,8954.3767842965499,0,8160.353739643938,218019.3176968896,1.0,0.0001,50
50,D_compensate,60,51,False,128.0,128.0,0.05727709498402591,6957.981622497764,0,8003.570789205452,220424.80888103874,1.0,0.0001,51
50,D_compensate,61,52,False,128.0,128.0,0.058179365217632881,7803.5310521077217,0,7977.553080416364,223780.7129519598,1.0,0.0001,52
50,D_compensate,62,53,False,128.0,128.0,0.058219112430596145,4278.8664312967603,0,7547.646979063664,224452.10084022535,1.0,0.0001,53
50,D_compensate,63,54,False,128.0,128.0,0.059166082459027575,6744.6442502219234,0,7459.417002865698,226846.53686690005,1.0,0.0001,54
50,D_compensate,64,55,False,128.0,128.0,0.059609182437118845,5484.7805764951245,0,7249.42925824802,228380.49343666824,1.0,0.0001,55
50,A_mimic,1,0,True,65536.0,32768.0,0,inf,55063089,0.0,0.0,,,0
50,A_mimic,2,0,True,32768.0,16384.0,0,inf,44376453,0.0,0.0,,,0
50,A_mimic,3,0,True,16384.0,8192.0,0,inf,44374010,0.0,0.0,,,0
50,A_mimic,4,0,True,8192.0,4096.0,0,inf,44373138,0.0,0.0,,,0
50,A_mimic,5,0,True,4096.0,2048.0,0,inf,237,0.0,0.0,,,0
50,A_mimic,6,0,True,2048.0,1024.0,0,inf,40,0.0,0.0,,,0
50,A_mimic,7,0,True,1024.0,512.0,0,inf,8,0.0,0.0,,,0
50,A_mimic,8,0,True,512.0,256.0,0,inf,1,0.0,0.0,,,0
50,A_mimic,9,1,False,256.0,256.0,0.33740080511510279,3711.4085941981498,0,371.1408663313098,1722.8307436479142,0.9090909090909091,9.090909090909092e-05,1
50,A_mimic,10,2,False,256.0,256.0,0.46879920655186458,8394.9693986440179,0,979.790328699917,4228.41972110682,0.9090909090909091,9.090909090909092e-05,2
50,A_mimic,11,3,False,256.0,256.0,0.43420673706505492,9098.5261162631468,0,1294.3702066669637,6026.51396575098,0.9090909090909091,9.090909090909092e-05,3
50,A_mimic,12,3,True,256.0,128.0,0,inf,2,1294.3702066669637,6026.51396575098,,,3
50,A_mimic,13,4,False,128.0,128.0,0.38602747969518592,12450.563207784331,0,1460.3032700624867,12466.572067137617,0.9090909090909091,9.090909090909092e-05,4
50,A_mimic,14,5,False,128.0,128.0,0.33316874131224888,5773.027840400011,0,1500.7950563702884,13266.497913430474,0.9090909090909091,9.090909090909092e-05,5
50,A_mimic,15,6,False,128.0,128.0,0.009170416214932961,9860.0804598421837,0,1610.5292472001427,17790.457336904103,1.0,0.0001,6
50,A_mimic,16,7,False,128.0,128.0,0.011375607542772094,13028.904617435448,0,2378.184456518021,26857.198947853874,1.0,0.0001,7
50,A_mimic,17,8,False,128.0,128.0,0.013354648458465644,11748.539760135156,0,3197.1171055131636,34476.01881391704,1.0,0.0001,8
50,A_mimic,18,9,False,128.0,128.0,0.015324021438409146,11022.98235155054,0,3926.349225927997,41319.67566746066,1.0,0.0001,9
50,A_mimic,19,10,False,128.0,128.0,0.017073751230245241,9730.5677288478273,0,4482.306622698525,46706.429481702944,1.0,0.0001,10
50,A_mimic,20,11,False,128.0,128.0,0.018796704324771842,11501.287425722587,0,5156.9986591785555,54098.23658514747,1.0,0.0001,11
50,A_mimic,21,12,False,128.0,128.0,0.020583627647704994,11582.01863102646,0,5787.345186390909,61721.94835786322,1.0,0.0001,12
50,A_mimic,22,13,False,128.0,128.0,0.02229414450378206,12038.940841806747,0,6400.238875198512,69950.84890015799,1.0,0.0001,13
50,A_mimic,23,14,False,128.0,128.0,0.023948748917125624,11405.039029098534,0,6892.64230420081,77368.98240033488,1.0,0.0001,14
50,A_mimic,24,15,False,128.0,128.0,0.025437379130489848,9181.3073473919976,0,7115.778059852201,82194.95268123435,1.0,0.0001,15
50,A_mimic,25,16,False,128.0,128.0,0.027198244591635844,12077.857197671025,0,7607.409881129326,90487.46465731798,1.0,0.0001,16
50,A_mimic,26,17,False,128.0,128.0,0.028632666054118221,10380.285961785039,0,7879.380537506521,96803.41273550392,1.0,0.0001,17
50,A_mimic,27,18,False,128.0,128.0,0.03011652069631646,10527.114258605692,0,8134.288956445962,103166.59157454128,1.0,0.0001,18
