amp_skips,arm,attempted_iteration,budget_kimg,cur_nimg,dataset_sha256,denominator_gap_scale,ema_model_canonical_sha256,ema_snapshot_path,ema_snapshot_sha256,git_commit,online_model_canonical_sha256,optimizer_canonical_sha256,replay_elapsed_seconds,replay_state_path,replay_state_sha256,resume_history,runtime_identity,seed,source_256_state_path,source_256_state_sha256,status,successful_optimizer_steps,target_gap_scale
11,B,5000,640,640000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.1,f8c9554a3b7f0dab23b4b25c26c812bf7052384723da28d6287375e705e10a38,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000640.pkl,545325879fe7963e48439ab7592b9ff8ab3c94b9b81576d90adbb90801a5949a,c8721a05227f3ff171f8dc1f559a64d58281c0ae,21bbc3fe88f38389796f5e21e18fb88097858bc9b5bbc3f4a110f0b4c86b4ec2,b346f72e638b6cce92eb2af73d49e5c62452a08e37a6325c95895efed5bd74fb,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/training-state-kimg000640.pt,f6f2810d6416703315fde1914cc785dbc249d73e02e946b1e05cf2a9fc09dd1a,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armB/training-state-latest.pt,6a1ad0d0c9feaa7cbee0b67e727cdd0fe32e07781b0cacb9caa612721dc6f288,PASS,4989,1.1
11,B,6000,768,768000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.1,ccdabc3bb948e32c586b034f989c648e060d1cae8884375234438e188958100c,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000768.pkl,caaba9c5366200e030bb09315ae79978a82dacd8af3ef728160214138b0fed7a,c8721a05227f3ff171f8dc1f559a64d58281c0ae,afd878cfda70c47bae4fcb8f383c2186e1dad106375a92d6386666278aa3169e,46295c5b7b79b96f35e7ad660c1e859df169cb9e09d923a96945e7524a973513,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/training-state-kimg000768.pt,189d70cea63f5958427af8e584af08130093cdfd528ce65ec0645542eea35be0,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armB/training-state-latest.pt,6a1ad0d0c9feaa7cbee0b67e727cdd0fe32e07781b0cacb9caa612721dc6f288,PASS,5989,1.1
11,B,7000,896,896000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.1,6ae9355b25dade5f8a0e03921f56bc8a4200c80473d1a7ddade2403626a8b52e,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg000896.pkl,2718661b1257d06ae30a0aa5de1209a52f1070f5ca3591144b2f6e4d6d974a9c,c8721a05227f3ff171f8dc1f559a64d58281c0ae,8143e6103dd03341b79d17a896f9a1c739795d59ac63f376f252375c766dded0,c5f7df972c15d53ad8370cb395b6e0b508e84b14ff3d7b99ece0749f914fd965,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/training-state-kimg000896.pt,7efac4484aa9ad4728a93c345eb326089fef4e2c1bd9fab72951a5a68802b758,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armB/training-state-latest.pt,6a1ad0d0c9feaa7cbee0b67e727cdd0fe32e07781b0cacb9caa612721dc6f288,PASS,6989,1.1
12,B,8000,1024,1024000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.1,798f4e89a1ada5b14798bb4f106bc8e11c9f6551667d06834c24c8c1262b34dd,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/network-snapshot-kimg001024.pkl,43115f4b2450bb87f2796d30bb1652966a3a9367c3dd76d3c8abc1c79ce8c6d5,c8721a05227f3ff171f8dc1f559a64d58281c0ae,6a3b0d4ddbfabba19c9eda47e03fc92390c38d4eea16aad0254d18186fe95e97,bd9491126126b5255092cac64eeff462cbd4005580b8e7543e19338f92e213c5,7914.47065114975,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armB/training-state-kimg001024.pt,3b2594de86095f94409028e4c8f7e7c6a1ad765ef9599b839a2b649a712c8109,"[""Loading training state from \""/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armB/training-state-latest.pt\""...""]","host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armB/training-state-latest.pt,6a1ad0d0c9feaa7cbee0b67e727cdd0fe32e07781b0cacb9caa612721dc6f288,PASS,7988,1.1
10,C,2000,256,256000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,5ec931cd9858a27379ae691fbc81c28a47f2155d69d570b24cd0f9665807e46f,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000256.pkl,3fab53a3e02df7dd4f2f02cec2565ce75114d21cc04fa7b024e842b0dc538ce8,c8721a05227f3ff171f8dc1f559a64d58281c0ae,004f71e234aa6f800123d8bc0b57f02dc552519317af786cf517774e8c253bcf,39e2fa451f6198b10d5a289955151557a607323ca005e7fe71ecf079975a6fe8,,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,1990,1.1
10,C,3000,384,384000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,d82e99b029ab4d94dd5c334634d4ab2c8b851fb88b77da11edc986fcebef843b,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000384.pkl,645c28e2a6c2efb1de3a63818048d30f2d691e91598f1b50a13f20e8dbadd94b,c8721a05227f3ff171f8dc1f559a64d58281c0ae,b843b88bc293487e375532094e3884965c208d352a9dd3cf92a20d6685f428b6,a24149b51f369567e7d068f3896dd35df8451b5e28aef68d6c12c3adf603e6b0,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg000384.pt,5e138ed4aba983dc7c37de0a2c02a01d7769e65ab0c6b8108aeec27fbe8c3abd,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,2990,1.1
11,C,4000,512,512000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,9f81774c4e1721175c8984d8c5b936e3395ede7e72f3436124f9a058f69e9a03,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000512.pkl,71b7609ae3b22f6ce479a60b7b7fce0490a66a45f22a9c87d811ae5c5cb0ae3b,c8721a05227f3ff171f8dc1f559a64d58281c0ae,a645af3759fdf677af81f3b4e410cbfe5342963e26f01149921867b3031c0791,2769af0e3c373a45ab2a1ba484d24f0c33742135545217306887c62f33a893a7,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg000512.pt,3383c2100e4a2426d2d178e470913de610fa73b4ed72d8a485331f5293769d29,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,3989,1.1
11,C,5000,640,640000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,84847a8a8e321b1e1712093fb2001252df5aa04ff55dbd824c0544eac374164e,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000640.pkl,0abe47aba37b86a70eda57f3efd8ec7c4a927cb9aff8b4a4d81d6e8e0cc32852,c8721a05227f3ff171f8dc1f559a64d58281c0ae,faa7137c96ef4f616521b2c1c95fab129efd4ea66ba2371bbd719f59373162fa,c1875460bd044adb8aad552416f5673316efe82fe7621a0c5713970dd2e27903,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg000640.pt,36c63bcb87117528b4c340f33044d9b9d6ec705d3f32e38f034033313161a956,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,4989,1.1
12,C,6000,768,768000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,6becec68b12d4b3bab22498d83c11b05449148b328214c309816f2233efaefc7,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000768.pkl,1eb2f2db4f008d7e7101d7b13a2f0ada8524a020fc702116a85a3353c2464a95,c8721a05227f3ff171f8dc1f559a64d58281c0ae,18e416fc2e8092d8780b2e04961bc2675418eeb420b27af6d99ad2f6c49a994b,4785a755bd1b0fa59ddbfe35e1b2b2cf93fef3b9510a73cd725c4cc94fd788c2,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg000768.pt,4ba6d1c82a7c2621db6c81d5144f8f419dc427b6a685b4fdefb6cfef21a9a3f9,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,5988,1.1
12,C,7000,896,896000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,4a2a4cdea2777442245ddeee4160ad8541a4bf8738787cf4114a7af1d708c1d2,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg000896.pkl,1b2453f68195d3e83674ac735969979ff4a74d792c1fcd6965fff796058be1be,c8721a05227f3ff171f8dc1f559a64d58281c0ae,cb9c033770afb8f639112c5ee29ac2b38fa8dec23e3cc3c05955959dc86d90a3,2474814e57ad1dc281ac18c27d84fc4a693ca0d8f929e3c4e3cfa5ec33c057a5,,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg000896.pt,f569ad53e244921c9102999fe48af283666efcc8190ca7dc0b372fc7f40b56aa,,"host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,6988,1.1
13,C,8000,1024,1024000,08c9ed1b2b1c523268dc0f05a0569dd654209aea46197e3f56ec149dd714f372,1.0,6f5eb3448cf863a19cb828e1c947b74fbc29ee9665ea326cb0d108fbd426388d,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/network-snapshot-kimg001024.pkl,442115d773e61421e966c2ba15b64c31725223823f01484cfe49f8a59644aa5c,c8721a05227f3ff171f8dc1f559a64d58281c0ae,c0cf400bae974bd3d4bcb6874bccfebcf95f647e3d2a68bfb9abf078dfdf97c3,6db492e859e1b98bd200fdb6c03d8398d205009d3ccd06185091a1edf02c5326,7918.988934993744,/root/q256_target_weight_replay_curve_v1/runs/q256-target-weight-replay-curve-v1/seed3/armC/training-state-kimg001024.pt,8735c42b4d3ba62abef9f9ec82830b68ff7a735b2cb709e29284749c52bfd5cd,"[""Loading training state from \""/data/raw/ECT/ect_runs/q256-target-weight-factorial-20260819/formal/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt\""..."", ""Loading training state from \""/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt\""...""]","host=ZDLJGL,gpu=GPU-459d54b6-5d7a-6ef8-1b3a-aa30085660e0,pytorch=2.2.0a0+81ea7a4,cuda=12.3",3,/mnt/ect_project/q256_target_weight_1024k/source_states/formal-direct-dcca41b-deterministic-v1/seed3/armC/training-state-latest.pt,cd1620aab9a10a865058138e0540970fe2728ba459d0f81d2e4984914d6b2c78,PASS,7987,1.1
