seed,horizon,arm,k,next_k,space,block,coordinate_count,delta_k_norm,b_norm,R_norm,delta_norm,feedback_gain_G,cos_R_delta_k,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,carryover_rule,carryover_retention_min,carryover_retention_max,carryover_norm,corrected_R_norm,corrected_R_over_delta_k,corrected_R_over_b,cos_corrected_R_delta_k,cos_corrected_R_b,cos_corrected_R_R,closure_l2,closure_relative,closure_max_abs,closure_pass
3,0,C,0,1,state,m,55732739,0.0,6.327889938755198,0.0,6.327889938755198,0.0,,,1.0,,0.0,radam_beta1_per_parameter_group,0.9,0.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,C,0,1,state,v,55732739,0.0,0.908566974048058,0.0,0.908566974048058,0.0,,,0.9999999999999999,,0.0,radam_beta2_per_parameter_group,0.999,0.999,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,C,0,1,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,C,0,1,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,C,0,1,observable,residual,393216,0.0,0.18713464822389106,0.0,0.18713464822389106,0.0,,,1.0,,0.0,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,C,0,1,observable,feature,49152,0.0,0.03276662714056177,0.0,0.03276662714056177,0.0,,,1.0,,0.0,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,theta,55732739,0.0,0.0007722884260006632,0.0,0.0007722884260006632,0.0,,,1.0,,0.0,identity_parameter_carryover,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,EMA,55732771,0.0,1.000533937801166e-05,0.0,1.000533937801166e-05,0.0,,,1.0,,0.0,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,m,55732739,0.0,2.5375820099246984,0.0,2.5375820099246984,0.0,,,1.0,,0.0,radam_beta1_per_parameter_group,0.9,0.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,v,55732739,0.0,0.3635104856534935,0.0,0.3635104856534935,0.0,,,1.0,,0.0,radam_beta2_per_parameter_group,0.999,0.999,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,D,0,1,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,D,0,1,observable,residual,393216,0.0,0.17157859830219935,0.0,0.17157859830219935,0.0,,,1.0,,0.0,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,0,D,0,1,observable,feature,49152,0.0,0.027709626103961355,0.0,0.027709626103961355,0.0,,,0.9999999999999999,,0.0,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,B,1,2,state,theta,55732739,0.012137500341080767,0.0020446705530841373,0.023169674997571603,0.023215685223491513,1.908933004858601,0.9960293987213668,-0.0215989947388059,0.06651661796091064,0.9961158564319557,11.331739953227654,identity_parameter_carryover,1.0,1.0,0.012137500341080644,0.011132929444939517,0.9172341200484944,5.444852437546404,0.9826862884047974,-0.05248718373199132,0.9952787256638238,0.0,0.0,0.0,True
3,1,B,1,2,state,EMA,55732771,3.964696383640488e-05,1.6149550476492474e-05,7.026898764469103e-05,7.034201283242605e-05,1.7723674361204984,0.6282476654543866,-0.11038820157448899,0.11931252698055035,0.9736182553448904,4.351142017666413,ema_transition_carryover_counterfactual_map,0.9993,1.0,3.9619211082707684e-05,5.4857334792667046e-05,1.383645290444551,3.396833544841895,0.08252526988456163,-0.14176890147886134,0.8272058959179651,0.0,0.0,0.0,True
3,1,B,1,2,state,m,55732739,32.24708629616288,8.492563924825015,29.5264638785,27.32817691091499,0.9156319925255818,0.9809161931612651,-0.39302537869566284,-0.11387827781966951,0.9583028831823996,3.476743200270745,radam_beta1_per_parameter_group,0.9,0.9,29.02237691196869,5.741167715493678,0.1780367895184635,0.6760229026609267,-0.010344649329193146,-0.07360528299388454,0.1842733836503172,0.0,0.0,0.0,True
3,1,B,1,2,state,v,55732739,35.444726080702026,0.3946062785389133,35.43013688797265,35.49836028846434,0.9995883959521606,0.9999378507753667,0.16748746180528132,0.1782817551540745,0.9999399466209294,89.78604450785184,radam_beta2_per_parameter_group,0.999,0.999,35.409281971715174,0.39544182489668755,0.011156577257680851,1.002117417798997,0.04716992373311269,-0.49938650222992803,0.058303330474197994,0.0,0.0,0.0,True
3,1,B,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,B,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,B,1,2,observable,residual,393216,0.20493338012417409,0.20358416476257962,0.27918250838007297,0.2900280119645159,1.3623086107832192,0.10045415271001061,-0.3103000852794648,0.40325004406132003,0.744791246988667,1.3713370521997932,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,B,1,2,observable,feature,49152,0.039653687771875605,0.030697541951782464,0.03691793275543919,0.03948060816138656,0.9310088122906756,0.13678011747580954,-0.32937489904111367,0.46953941291572077,0.6789898692715332,1.2026348172575927,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,C,1,2,state,theta,55732739,0.01127651930549044,0.0018881679934278075,0.021592370806679993,0.021629496706041813,1.9148081266678498,0.9924798672616786,-0.02404373975711232,0.06329350458859807,0.9961846306303355,11.435619543301806,identity_parameter_carryover,1.0,1.0,0.01127651930549012,0.01049184912681739,0.9304155690762661,5.556629051724542,0.9677487622878687,-0.06054527898663128,0.9913078521696553,0.0,0.0,0.0,True
3,1,C,1,2,state,EMA,55732771,3.805411425944069e-05,1.5492566020263266e-05,6.738027811443741e-05,6.744312836757541e-05,1.7706437116118479,0.6252522309377525,-0.11090496169416876,0.11891143028434609,0.9735917841110117,4.349200644122375,ema_transition_carryover_counterfactual_map,0.9993,1.0,3.802747649558362e-05,5.2744865493528234e-05,1.3860489600133834,3.404527398788644,0.07777425685497139,-0.1421554382989148,0.8266873598151153,0.0,0.0,0.0,True
3,1,C,1,2,state,m,55732739,26.43589480567743,8.520530272788797,24.29896770244825,24.70793819634002,0.9191656980428652,0.9809393109304929,-0.1269248328760385,0.2200259614904082,0.9396777924998415,2.8518140214875527,radam_beta1_per_parameter_group,0.9,0.9,23.792304692892497,4.7218386798853755,0.17861467200540165,0.5541719269474413,0.009214194812442263,-0.3918330774767423,0.20334467121530622,0.0,0.0,0.0,True
3,1,C,1,2,state,v,55732739,20.733721722723352,0.35132956645780056,20.763546887702617,20.741462058189423,1.0014384858337602,0.9998993514693968,-0.07128753891142194,-0.05442492853548507,0.999857262201764,59.099913215520964,radam_beta2_per_parameter_group,0.999,0.999,20.71298827507659,0.29854484746905857,0.014398999439732281,0.8497572535072077,0.16235012110431193,-0.42613753784315833,0.17633312001435666,0.0,0.0,0.0,True
3,1,C,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,C,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,C,1,2,observable,residual,393216,0.23516808374835588,0.26394358066019813,0.2120135272336943,0.23710191511322234,0.9015403955094589,0.06996908538820573,-0.5217926987484454,0.6466268736823115,0.3133238882874743,0.803253205489552,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,C,1,2,observable,feature,49152,0.0315360500952525,0.0316491026902209,0.034129826914694995,0.03862121114550765,1.08224799274507,0.11980621316389778,-0.31240804202461536,0.5433975182728867,0.6276963355725039,1.0783821345191125,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,D,1,2,state,theta,55732739,0.00619588101053767,0.0009516027450337947,0.012008012162725991,0.01204491994292299,1.9380637139905228,0.9835527850886419,-0.0007791929391821026,0.07822768363824648,0.9968742621358014,12.618723753575916,identity_parameter_carryover,1.0,1.0,0.00619588101053767,0.00601898838393961,0.9714499638877492,6.3251061594256495,0.932820008503624,0.010776173138094924,0.9825631420911508,0.0,0.0,0.0,True
3,1,D,1,2,state,EMA,55732771,2.8550501217224994e-05,1.0919944211075358e-05,4.9882457880696305e-05,4.9940441677437035e-05,1.7471657503021834,0.6023232937098189,-0.10414377293632869,0.11463648801946193,0.9760669319895837,4.5680139858318975,ema_transition_carryover_counterfactual_map,0.9993,1.0,2.853051595349809e-05,3.984758886098145e-05,1.3956878920549645,3.649065241612383,0.03801611135943984,-0.1303902037392038,0.8205732009137139,0.0,0.0,0.0,True
3,1,D,1,2,state,m,55732739,21.47363666315488,1.9797929325774393,18.281991765274718,18.228767228449023,0.851369148694013,0.9406935661286244,-0.08099074283276346,0.027380943142793258,0.9941235541550155,9.234294892382449,radam_beta1_per_parameter_group,0.9,0.9,19.326272497661076,6.5573735136661115,0.30536856036674276,3.3121511880180536,-0.32459954639073685,0.2104290438779007,0.015538472644616108,0.0,0.0,0.0,True
3,1,D,1,2,state,v,55732739,28.25811741677221,0.1890393551658885,28.293655265008205,28.34766835473395,1.0012576155627022,0.9999414606989157,0.2826561069025794,0.2887861428310269,0.9999795411200693,149.67071401708685,radam_beta2_per_parameter_group,0.999,0.999,28.229859405834496,0.3123837781059131,0.011054656384168823,1.6524801295041749,0.198920599354311,0.15250478053914904,0.20951284926352834,0.0,0.0,0.0,True
3,1,D,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,D,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,D,1,2,observable,residual,393216,0.2210573468140607,0.23719247350112352,0.3012493553665987,0.2584012897878547,1.3627656339329468,0.1526677751181503,-0.5614810051594706,0.263337240700729,0.6504235604509215,1.2700628772909683,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,1,D,1,2,observable,feature,49152,0.031520899811820435,0.03478782396688193,0.03396010950829424,0.040954188731697205,1.0773838853280164,-0.09901145980867082,-0.29043386672883376,0.6085985052992278,0.5825178819876498,0.9762067768488286,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,B,4,5,state,theta,55732739,0.07602340690996093,0.0023847968852745366,0.10538388508739281,0.10533528117608358,1.3862031362551965,0.9859828765770355,-0.03169084242180548,-0.009065407147216084,0.9997439384915607,44.18987870124674,identity_parameter_carryover,1.0,1.0,0.07602340690995986,0.032964193113933775,0.43360583869880026,13.822641801269777,0.845866275476507,-0.04520199809632717,0.9230047752105257,0.0,0.0,0.0,True
3,4,B,4,5,state,EMA,55732771,0.00017761706181701776,1.7482465131855683e-05,0.00025242132804057,0.00025239922926091027,1.4211547328747958,0.8934522422682502,-0.035893531081567516,0.03336845509728069,0.9976013848072913,14.4385431995297,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00017749273041378765,0.00012313245966174435,0.6932467996154345,7.043197783210703,0.3900975522810306,-0.07232584917501483,0.7621065178452363,0.0,0.0,0.0,True
3,4,B,4,5,state,m,55732739,102.31081088992723,6.493287728544142,95.07928037694522,93.79521394198825,0.9293180217214565,0.9984350633158384,-0.23056424736001757,-0.16449234819849967,0.9977285241526437,14.64270248782937,radam_beta1_per_parameter_group,0.9,0.9,92.07972723807605,6.033155645013012,0.05896889676208198,0.9291372717847671,0.4725155876692988,-0.3120986163137485,0.5210626526029567,0.0,0.0,0.0,True
3,4,B,4,5,state,v,55732739,59.93915672083883,0.9949511326912142,59.75813963964139,59.89520442726017,0.9969799861876517,0.9999614433077069,0.1295934919672287,0.145908461380593,0.9998643364510686,60.06138158564969,radam_beta2_per_parameter_group,0.999,0.999,59.87921827350652,0.5390664085499867,0.00899356010396742,0.5418018944225751,-0.2288822084075015,-0.5883094392865906,-0.22032515371236078,0.0,0.0,0.0,True
3,4,B,4,5,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,B,4,5,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,B,4,5,observable,residual,393216,0.336067562701912,0.2396226301847848,0.32770285031174123,0.32091713808674666,0.9751100275107771,0.11932738920687005,-0.3936347570421423,0.3447226252229679,0.7272252765574335,1.3675788887678657,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,B,4,5,observable,feature,49152,0.034068138315040186,0.03154563948978665,0.03772747232249259,0.0333255681533982,1.1074122094260992,0.16366815599699297,-0.5494727839526935,0.3245382101653866,0.6119626191096739,1.1959647334049894,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,C,4,5,state,theta,55732739,0.07540436114244063,0.0023245947567218663,0.10684676863557105,0.10679264773601127,1.4169839385514449,0.985312400498082,-0.034154138398897894,-0.012404080194799433,0.999763339218396,45.9636107870457,identity_parameter_carryover,1.0,1.0,0.07540436114243859,0.03500417856410628,0.4642195495560602,15.05818528708592,0.85341482567945,-0.045622035783284734,0.9298865988435516,0.0,0.0,0.0,True
3,4,C,4,5,state,EMA,55732771,0.00017183673656823774,1.7077312155223215e-05,0.00024751578467671197,0.00024749376617099936,1.4404125079413475,0.8879503077524137,-0.03578670562313164,0.033211089552212025,0.9976196481780736,14.493837345533766,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00017171645137495015,0.00012357317765452486,0.7191313110479898,7.2361022935760495,0.3889619633857199,-0.07042986839616155,0.7690998211471137,0.0,0.0,0.0,True
3,4,C,4,5,state,m,55732739,126.9643794966879,6.306399800185712,115.41995648887723,114.68472324883543,0.9090735287048615,0.9980588197831275,-0.14353329346533758,-0.08946445869714374,0.99851815404551,18.30203605002625,radam_beta1_per_parameter_group,0.9,0.9,114.26793822845654,7.247815237415854,0.05708542243224153,1.1492793776256334,0.1280340756289871,0.02611157468305853,0.18955131825046434,0.0,0.0,0.0,True
3,4,C,4,5,state,v,55732739,60.94417934449827,0.9042281811468874,61.137363087725326,61.09137271543279,1.0031698473144588,0.9999480131693723,-0.05823739118884881,-0.04347999121939272,0.9998908271705084,67.6127601002007,radam_beta2_per_parameter_group,0.999,0.999,60.883235785590166,0.6720086522286858,0.011026625667236117,0.7431848135681156,0.37343115086845735,-0.43631896367713957,0.38287070785625177,0.0,0.0,0.0,True
3,4,C,4,5,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,C,4,5,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,C,4,5,observable,residual,393216,0.3363349235355607,0.218569510344119,0.3236291511663163,0.32642365350258185,0.9622228573955953,0.09238886155816833,-0.32484452249998574,0.34752491753948234,0.7739268899014607,1.4806692418205534,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,C,4,5,observable,feature,49152,0.03592856393968809,0.03152091460224803,0.03531420424822518,0.03466583709622192,0.982900521921939,0.021195524583153578,-0.4666728963043323,0.43387766991743193,0.5943675232604763,1.1203419917804864,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,D,4,5,state,theta,55732739,0.06148239344321092,0.0009321704582908189,0.0851769152396307,0.08518378217469084,1.3853871079092839,0.9885413872725142,0.0018949391748296128,0.01283783724849038,0.9999401232416447,91.37482794274217,identity_parameter_carryover,1.0,1.0,0.06148239344320534,0.026104504149605263,0.4245850346362501,28.004002827411174,0.8702909038674884,0.0008784588707821106,0.9346672356853714,0.0,0.0,0.0,True
3,4,D,4,5,state,EMA,55732771,0.00014848088748483604,1.1035804408111265e-05,0.00021158565662605691,0.0002115878501973949,1.425002639802147,0.8718270770254933,-0.025880040687333145,0.026277307513573232,0.9986398054606216,19.172653737007376,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.00014837695131554034,0.00010974139301709004,0.7390944038389967,9.944122689998984,0.3288563435280464,-0.04983225250683861,0.7492761901629386,0.0,0.0,0.0,True
3,4,D,4,5,state,m,55732739,72.69551628465744,2.233920573558496,62.8455599661828,62.691120041128116,0.864503936117536,0.9857557320233233,-0.08682217800006412,-0.05140230096742663,0.9993697045993926,28.13240573995598,radam_beta1_per_parameter_group,0.9,0.9,65.42596299520258,11.12635086458267,0.15305415565128758,4.980638522371048,-0.31237483597482923,0.3421547134287403,-0.148158017371659,0.0,0.0,0.0,True
3,4,D,4,5,state,v,55732739,56.35822790157979,0.3451525294878389,56.52504217495122,56.65145790207521,1.002959892097082,0.9998431809334656,0.36361693702760706,0.3688981008507173,0.9999838941206797,163.76829762431979,radam_beta2_per_parameter_group,0.999,0.999,56.301870059103415,1.023693384510257,0.018164044942966733,2.965915927167863,0.20934775465079536,0.6228196543780248,0.22663164986787204,0.0,0.0,0.0,True
3,4,D,4,5,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,D,4,5,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,D,4,5,observable,residual,393216,0.3310151486547129,0.21390705126786178,0.309766084412022,0.3057405045734507,0.9358063691977551,0.1104091993597128,-0.3639689147870312,0.3308747914435631,0.7585209143953994,1.4481340497005042,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,4,D,4,5,observable,feature,49152,0.03293743267051821,0.03187879479538995,0.03350229509197638,0.03531770143058358,1.0171495582885477,0.07088954860645792,-0.4172802553015305,0.5067982292506479,0.5719484180122418,1.0509272796229174,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,B,16,17,state,theta,55732739,0.5781384088189774,0.003164796242335053,0.6197881393991728,0.6199384409195503,1.072041106324829,0.997298845087725,0.04494432048362486,0.050038440857818355,0.999986995638172,195.83824421564657,identity_parameter_carryover,1.0,1.0,0.5781384088192004,0.06058443444062462,0.10479226689744876,19.143233813979805,0.6598326314631546,0.015728049358795498,0.7132421451468199,0.0,0.0,0.0,True
3,16,B,16,17,state,EMA,55732771,0.002877376847178923,1.9184219423036786e-05,0.003280765070044937,0.0032808539911136966,1.1401930453640472,0.9977337514129259,0.0017114363829529512,0.007558714955009247,0.9999829042993649,171.01373778624165,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.0028753626909202314,0.0004550910899893826,0.1581617960245872,23.722158298653547,0.8744784476652312,-0.015896757601304084,0.9051345430076405,0.0,0.0,0.0,True
3,16,B,16,17,state,m,55732739,181.93048516521824,9.189229582272652,163.6741478210271,164.80174605147468,0.8996521263184021,0.997871745195824,0.09505964783138023,0.15016853295662821,0.9984583094014333,17.811520144929027,radam_beta1_per_parameter_group,0.9,0.9,163.737432552187,10.680668979543428,0.05870741767023757,1.1623029856766205,-0.03853925473841382,-0.6627085211044853,0.02670153259249071,0.0,0.0,0.0,True
3,16,B,16,17,state,v,55732739,320.19291092331514,0.5516301003791168,319.9847582181074,320.06174045234377,0.9993499146979629,0.9999981359529523,0.1387089095183249,0.14039905835601918,0.9999985433293129,580.0712433897147,radam_beta2_per_parameter_group,0.999,0.999,319.8727221334558,0.6278041386790197,0.001960705928400071,1.1380889807273953,0.17750698210178686,-0.6369665421800415,0.17940681521947038,0.0,0.0,0.0,True
3,16,B,16,17,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,B,16,17,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,B,16,17,observable,residual,393216,0.453184679927543,0.2060026763512676,0.44912847402270184,0.4464189350270274,0.9910495520159911,0.578873383748902,-0.24244927928202956,0.217535131016668,0.8941898344589714,2.18020698554841,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,B,16,17,observable,feature,49152,0.035265931064262304,0.02808755089697115,0.03647860320507385,0.03736195093786827,1.0343865057355721,0.08817547029167824,-0.3531560737416839,0.40696243723385167,0.7108652878819712,1.298746314297113,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,C,16,17,state,theta,55732739,0.5507941873190115,0.0031077411844930188,0.5901493011983577,0.5902464603313732,1.0714515780765717,0.9975154698336309,0.028633146610745668,0.03389359190176804,0.9999861503209247,189.8965409806582,identity_parameter_carryover,1.0,1.0,0.5507941873188311,0.05624964042981032,0.10212460792951578,18.099847152808064,0.6735842193572112,-0.02350656193936588,0.7239793595516336,0.0,0.0,0.0,True
3,16,C,16,17,state,EMA,55732771,0.002730483320913334,1.8779388972987433e-05,0.003113625537368575,0.0031137037436449896,1.1403202918401574,0.997585015346165,0.0011488474752768363,0.007180024707289489,0.9999818121351723,165.80015153034333,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.002728571989759912,0.0004350867191647771,0.1593442142027964,23.16831073634039,0.8677217048658036,-0.018220180841924182,0.9001493032164233,0.0,0.0,0.0,True
3,16,C,16,17,state,m,55732739,154.31004716486248,9.339054516356304,140.39756233518227,140.78490725625431,0.9098407065172086,0.9961957983041518,0.008273713047025967,0.07458657227018246,0.9977975177175149,15.033380744195435,radam_beta1_per_parameter_group,0.9,0.9,138.87903892533396,12.274228262428801,0.07954263826590115,1.314290246505347,0.08020241632081704,-0.6982372774123051,0.1667597532859044,0.0,0.0,0.0,True
3,16,C,16,17,state,v,55732739,190.5947488179369,0.6385355649114554,190.55969234942293,190.4881620496243,0.9998160680253186,0.9999922717192529,-0.1136768173563773,-0.11036740315812597,0.9999944542958583,298.4323862615977,radam_beta2_per_parameter_group,0.999,0.999,190.40415633540223,0.7648576246167791,0.004013004709523237,1.1978308909431545,0.20142744252089273,-0.7557993358606312,0.2052767798716099,0.0,0.0,0.0,True
3,16,C,16,17,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,C,16,17,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,C,16,17,observable,residual,393216,0.3931072598978678,0.20313712236992432,0.35850699961094284,0.3771439213909028,0.9119826474435644,0.5109755964741235,-0.18917962986549255,0.3587884974529033,0.8486881952349029,1.764852211296373,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,C,16,17,observable,feature,49152,0.035651308163945704,0.026013011140002602,0.03785598334920693,0.043075102856891236,1.0618399519906208,0.41096222455174786,-0.12911308663226936,0.4904296654257909,0.8008654861006939,1.4552711005067882,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
3,16,D,16,17,state,theta,55732739,0.49181200183479057,0.0008322358858115366,0.5312083675290433,0.5312254214172136,1.0801045227592612,0.9969485869644437,0.01970863872922652,0.021274640172966333,0.999998773304641,638.2906295984186,identity_parameter_carryover,1.0,1.0,0.4918120018348253,0.056093362557008496,0.11405448087428206,67.40079767446015,0.6734384931648868,0.06537972603492029,0.7290895996134347,0.0,0.0,0.0,True
3,16,D,16,17,state,EMA,55732771,0.002376413775641936,1.0403184920783754e-05,0.002718140532332579,0.0027181360624686434,1.143799350177699,0.9969862446834831,-0.002343321074209948,0.0014839981649193484,0.9999926758123692,261.2796516672704,ema_transition_carryover_counterfactual_map,0.9993,1.0,0.002374750292377495,0.0003960099311695899,0.16664182611153922,38.06622050699406,0.8464394528812412,-0.012203542470443994,0.8851978919893291,0.0,0.0,0.0,True
3,16,D,16,17,state,m,55732739,188.12756793330644,2.020723400429048,172.80448612425013,173.001540523473,0.9185495141547328,0.9980741419861631,0.09172551210565495,0.10330141182705602,0.99993235603302,85.51615034871156,radam_beta1_per_parameter_group,0.9,0.9,169.3148068131222,11.174647594920886,0.05939930929677695,5.530023353294291,0.282503978750394,0.032178297365839985,0.34146540696843225,0.0,0.0,0.0,True
