q,cohort,seed,arm,window,sum_update_norm,net_displacement_norm,net_source
128,fresh301_308,305,D_startup_up5,1_5,0.7570899161872919,0.5111326589300904,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,305,D_startup_up5,6_10,0.06243434147804361,0.05893496469628187,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,DA,1_5,0.5528703182851479,0.45554449449517465,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,DA,6_10,0.06458861145201082,0.06106721482024354,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,A_startup_down5,1_5,0.5478507316534076,0.4529724397249702,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,A_startup_down5,6_10,0.06472210412264615,0.0611677702045581,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,D_startup_up5,1_5,0.6845908265075845,0.48219878778473824,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,D_startup_up5,6_10,0.06354826805799874,0.06013774339574715,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,AA,1_5,0.7043342165125073,0.4836967049040426,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,306,AA,6_10,0.0650981633582312,0.06147742254310527,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,A_startup_down5,1_5,0.9337468396079448,0.7605459036644089,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,A_startup_down5,6_10,0.07825451053030412,0.07731287215690937,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,D_startup_up5,1_5,0.9581166368120849,0.731099158087186,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,D_startup_up5,6_10,0.08046857181226527,0.07928560515198563,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,AA,1_5,0.9762548730228594,0.770380003018108,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,AA,6_10,0.07912781545703279,0.0781272265046155,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,DA,1_5,0.9350730463052258,0.7607343742018843,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,307,DA,6_10,0.07819163129770068,0.07724535205161481,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,D_startup_up5,1_5,1.2442518882074456,0.9167249549932625,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,D_startup_up5,6_10,0.07050695026113132,0.06955287057224312,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,AA,1_5,1.0400631601765964,0.7417390547373286,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,AA,6_10,0.07452015316029094,0.07342829540498938,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,DA,1_5,0.982823063577559,0.7137807753116593,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,DA,6_10,0.07452531193237144,0.07338896635939834,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,A_startup_down5,1_5,0.9755923966137482,0.7076512118043286,existing float64 window-vector accumulator; not reconstructed from scalar norms
128,fresh301_308,308,A_startup_down5,6_10,0.07496543858891376,0.07385545621888401,existing float64 window-vector accumulator; not reconstructed from scalar norms
256,responder_enriched50_57,50,early,1_5,1.959602969739457,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,50,early,6_10,0.06629844488482509,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,50,delayed,1_5,2.2696260045041106,1.9501353034508848,recorded window-vector accumulation
256,responder_enriched50_57,50,delayed,6_10,0.05427501891721111,0.05354608340555854,recorded window-vector accumulation
256,responder_enriched50_57,51,early,1_5,1.5728020494006918,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,51,early,6_10,0.07079594396220758,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,51,delayed,1_5,1.8915624389500343,1.0641048795414092,recorded window-vector accumulation
256,responder_enriched50_57,51,delayed,6_10,0.0629309201857783,0.060970608616399066,recorded window-vector accumulation
256,responder_enriched50_57,52,early,1_5,1.8696543926971798,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,52,early,6_10,0.06956609694503828,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,52,delayed,1_5,1.981547816811474,1.4958887949818716,recorded window-vector accumulation
256,responder_enriched50_57,52,delayed,6_10,0.06833648082345553,0.06724854710274268,recorded window-vector accumulation
256,responder_enriched50_57,53,early,1_5,1.6774241404675376,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,53,early,6_10,0.07444415877904689,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,53,delayed,1_5,2.0597419591531327,1.7063575291618496,recorded window-vector accumulation
256,responder_enriched50_57,53,delayed,6_10,0.057207464367343155,0.056596794146772655,recorded window-vector accumulation
256,responder_enriched50_57,54,early,1_5,1.7589684282260325,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,54,early,6_10,0.06809182860251575,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,54,delayed,1_5,2.109286787320797,1.2651103144103886,recorded window-vector accumulation
256,responder_enriched50_57,54,delayed,6_10,0.060831298280727496,0.058688276105523345,recorded window-vector accumulation
256,responder_enriched50_57,55,early,1_5,1.9140780642883959,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,55,early,6_10,0.06505084839045326,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,55,delayed,1_5,2.2518042252945127,1.78888868841383,recorded window-vector accumulation
256,responder_enriched50_57,55,delayed,6_10,0.05634425992347516,0.05549414654403412,recorded window-vector accumulation
256,responder_enriched50_57,56,early,1_5,1.8880534397085078,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,56,early,6_10,0.06716356211332339,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,56,delayed,1_5,2.153814910757889,1.7574313609451309,recorded window-vector accumulation
256,responder_enriched50_57,56,delayed,6_10,0.05686856902797527,0.05621200122551382,recorded window-vector accumulation
256,responder_enriched50_57,57,early,1_5,1.7595476999623743,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,57,early,6_10,0.06958426315182117,,not retained in historical early telemetry; not inferred from scalar norms
256,responder_enriched50_57,57,delayed,1_5,2.0809414917149898,1.7154687873188552,recorded window-vector accumulation
256,responder_enriched50_57,57,delayed,6_10,0.05622606043219132,0.05559223585856834,recorded window-vector accumulation
