arm,k,next_k,space,block,coordinate_count,delta_k_norm,b_norm,R_norm,delta_norm,feedback_gain_G,cos_R_delta_k,cos_b_R,cos_b_delta,cos_R_delta,R_over_b_diagnostic,carryover_rule,carryover_retention_min,carryover_retention_max,carryover_norm,corrected_R_norm,corrected_R_over_delta_k,corrected_R_over_b,cos_corrected_R_delta_k,cos_corrected_R_b,cos_corrected_R_R,closure_l2,closure_relative,closure_max_abs,closure_pass
B,1,2,state,m,55732739,5.793186261713652,4.798421161749341,5.571633416740478,8.135172552325496,0.9617563056038116,0.907762004690542,0.2265395190562509,0.7449892767920445,0.8185032826438432,1.1611388890068268,radam_beta1_per_parameter_group,0.9,0.9,5.213867502126528,2.3424302314748955,0.40434229552667506,0.48816686833319256,-0.06666170042001927,-0.1943027842311971,0.3580395214379618,0.0,0.0,0.0,True
B,1,2,state,v,55732739,0.34325523413825704,1.7187333706857386,0.3427013649619251,1.7967924356935772,0.9983864217606983,0.8247415348731404,0.13325225919310088,0.9819715770978306,0.31819282973310264,0.19939181423189242,radam_beta2_per_parameter_group,0.999,0.999,0.3429119826795866,0.20295697400773105,0.5912713159851879,0.11808520010684116,-0.29696901637621115,-0.6024427363103654,0.29507539568536273,0.0,0.0,0.0,True
B,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,1,2,observable,residual,393216,0.1686073553794147,0.17022398475168787,0.17600952240121692,0.17564545355372008,1.0439018037211083,-0.05574897389312685,-0.485701254257763,0.48242603065265793,0.531363138722079,1.0339877935413664,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,1,2,observable,feature,49152,0.03683943670608457,0.03444407336708549,0.03694067008154791,0.03762502033390442,1.0027479620894046,0.011482996781054978,-0.44615553552308246,0.4774160589113212,0.5733752670804427,1.0724826209680574,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,1,2,state,theta,55732739,0.001686035969038221,0.0009253484603491439,0.003394653937718167,0.0034046668711646844,2.0133935456042535,0.9428890578783105,-0.12545828712221677,0.14669893145213245,0.9629609676819977,3.668514168637972,identity_parameter_carryover,1.0,1.0,0.0016860359690381308,0.001890271225090109,1.1211333920523603,2.042766920881772,0.8013379582856632,-0.1928095171019172,0.9548413197882855,0.0,0.0,0.0,True
C,1,2,state,EMA,55732771,1.3772990281233456e-05,1.0715983043521258e-05,2.4341876480109444e-05,2.4399330354485075e-05,1.7673632220068247,0.5754696164835812,-0.21474631330216784,0.22495104295155727,0.9033304729223115,2.271548618661376,ema_transition_carryover_counterfactual_map,0.9993,1.0,1.3763349230068389e-05,1.990885371958444e-05,1.4454997290393412,1.8578653623030013,0.012289059725734922,-0.26283574713184643,0.8248333836015161,0.0,0.0,0.0,True
C,1,2,state,m,55732739,5.603700672395438,2.2139075590405164,5.327067885746588,5.369950825013684,0.9506339109061304,0.8354849322769792,-0.1883501885714686,0.22543098767092454,0.9143618143857011,2.4061835210749636,radam_beta1_per_parameter_group,0.9,0.9,5.043330473479936,2.986684519950081,0.5329843070781564,1.349055658513799,-0.19842923407658142,0.09563606039935878,0.37280176666566184,0.0,0.0,0.0,True
C,1,2,state,v,55732739,0.3464789521208402,0.35700114362622404,0.66556828962723,0.9305068239562597,1.9209486912645195,0.23123878805771797,0.6216356106144445,0.8283035372887162,0.9537736754707467,1.8643309734718165,radam_beta2_per_parameter_group,0.999,0.999,0.3461324811405588,0.6754595928412267,1.9494967550168796,1.8920376164072596,-0.2845873809696486,0.754457504125621,0.8668601942874039,0.0,0.0,0.0,True
C,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,1,2,observable,residual,393216,0.1649967391496615,0.16681254195167647,0.17042045783105703,0.17075607789598152,1.0328716719454432,0.00026014509371302685,-0.48740072266409573,0.49046270375857653,0.521890086914864,1.0216285648379229,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,1,2,observable,feature,49152,0.036790777035365464,0.0348754319484896,0.036598467100107356,0.036319829461851874,0.9947728764990952,0.011464830248906576,-0.4844193797150106,0.4720954220158146,0.5425171946091593,1.0494054139361673,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,1,2,state,theta,55732739,0.0007561632664733321,0.0006568881791544234,0.001756767216653774,0.0018931086147523052,2.3232644252175274,0.7976203623957083,0.02865126330517109,0.3735769695058921,0.9379218281509435,2.6743778810499608,identity_parameter_carryover,1.0,1.0,0.0007561632664733338,0.001240520711071371,1.6405461175825589,1.8884807954197413,0.5199994097332219,0.024460374515846747,0.9299610943396978,0.0,0.0,0.0,True
D,1,2,state,EMA,55732771,9.642786655341546e-06,9.152927410309459e-06,1.785667978598291e-05,1.843036711123187e-05,1.851817366102499,0.543666733160246,-0.19260375971980148,0.3100135614734737,0.8732214316288343,1.95092553294697,ema_transition_carryover_counterfactual_map,0.9993,1.0,9.636036734110205e-06,1.4987305716854029e-05,1.5542504726630997,1.6374330359020417,0.004807136892037097,-0.22981854214859937,0.8419049702807918,0.0,0.0,0.0,True
D,1,2,state,m,55732739,2.0156382907960735,4.944673250846384,2.960850090136713,6.027503841007536,1.4689391959146247,0.5899314214610849,0.10636212228616325,0.8725992863615214,0.5784776124714208,0.5987959041843466,radam_beta1_per_parameter_group,0.9,0.9,1.8140744184638198,2.3916975391247206,1.1865707999524673,0.4836917259831742,-0.0281707510895979,-0.18496239319328744,0.7905140846653812,0.0,0.0,0.0,True
D,1,2,state,v,55732739,0.2384841656458956,1.945246547407887,0.286198752912746,1.9988457991302053,1.200074445771371,0.8131755811698944,0.11629635413976305,0.9898364445080957,0.2563598625277777,0.14712723859816967,radam_beta2_per_parameter_group,0.999,0.999,0.23824568381321343,0.16666425512217412,0.6988483058017335,0.08567770257413405,-0.0330955583682212,-0.3281107681224209,0.5547871140287245,0.0,0.0,0.0,True
D,1,2,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,1,2,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,1,2,observable,residual,393216,0.16090471273316662,0.1683830598762997,0.17404538596730196,0.18571283023057272,1.0816674229792569,-0.09193663657121949,-0.4121195840161698,0.5204570286905772,0.5635121130068448,1.0336276469566594,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,1,2,observable,feature,49152,0.038124967776847575,0.036698932059598524,0.03684032425179319,0.037079677080310104,0.9663044036502892,-0.002472918727160602,-0.4915377609338467,0.501366868015878,0.5070543985006444,1.0038527604009035,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,2,3,state,theta,55732739,0.00359314863161161,0.0012200110482335994,0.005576371186548675,0.005666337974845815,1.5519455937584035,0.9695678832234834,-0.035053659097179724,0.1808114585132675,0.976575234257832,4.570754662117576,identity_parameter_carryover,1.0,1.0,0.003593148631611718,0.002269954172907184,0.6317451365458983,1.8606013250402538,0.798924400079885,-0.11094969662925032,0.9218554712095967,0.0,0.0,0.0,True
B,2,3,state,EMA,55732771,2.5251517651290488e-05,1.2260615998712235e-05,3.677276301564714e-05,3.698308691820965e-05,1.4562595216437557,0.7049760954012412,-0.14950435308529403,0.18286542353416094,0.9447493560936062,2.9992590110896122,ema_transition_carryover_counterfactual_map,0.9993,1.0,2.5233841665994855e-05,2.6089513906385553e-05,1.0331859758556825,2.127912162743357,0.026450367161586656,-0.21059431961306255,0.7276298023067213,0.0,0.0,0.0,True
B,2,3,state,m,55732739,8.135172552325496,3.5746593293152404,8.362564137593662,7.44032921672432,1.027951660988821,0.9332408543804995,-0.45749637935495463,-0.033759727350886365,0.9041495666459545,2.3394017071818674,radam_beta1_per_parameter_group,0.9,0.9,7.321655116903541,3.0427823169824952,0.3740279997026854,0.8512090346705482,0.15861515330308432,-0.2721004777140689,0.5027295092733046,0.0,0.0,0.0,True
B,2,3,state,v,55732739,1.7967924356935772,0.554919346710638,1.7833426266041077,2.147767128327283,0.992514544906642,0.9817341223424553,0.5682317913786326,0.7301868537717876,0.9771382629785521,3.213696976281545,radam_beta2_per_parameter_group,0.999,0.999,1.794995676392882,0.3421656222022634,0.190431357236978,0.6166042402927523,-0.12925719347008044,-0.4904733995895592,0.06176576453407162,0.0,0.0,0.0,True
B,2,3,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,2,3,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,2,3,observable,residual,393216,0.17564545355372008,0.160456956339304,0.17937989626030126,0.18003523162885546,1.0212612545956905,0.009673926367382948,-0.4431629267194271,0.4497032929913775,0.6013896330007585,1.1179315646557735,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,2,3,observable,feature,49152,0.03762502033390442,0.035991434649768984,0.036920288028832744,0.03599018612831825,0.9812695834097229,-0.005883762782943893,-0.5129376276235932,0.4738411086921671,0.5128877872150424,1.0258076230664988,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,2,3,state,theta,55732739,0.0034046668711646844,0.0009152742681085546,0.005201571671114146,0.005198724966188659,1.5277769802291312,0.9713116593342049,-0.09108991910056308,0.08491765351353771,0.9845105185146227,5.6830743006283475,identity_parameter_carryover,1.0,1.0,0.003404666871164851,0.0020603363830720687,0.6051506538045701,2.25105900478315,0.7997142376304814,-0.18923717458259146,0.9195484089728714,0.0,0.0,0.0,True
C,2,3,state,EMA,55732771,2.4399330354485075e-05,1.0633735290725574e-05,3.540155758312656e-05,3.5435713415714425e-05,1.4509233273534925,0.7070696631538292,-0.14697381776237836,0.15325310808023695,0.9549314420002022,3.3291742379559457,ema_transition_carryover_counterfactual_map,0.9993,1.0,2.43822508976978e-05,2.50424095856295e-05,1.026356429533166,2.3549965182479897,0.025920688482664937,-0.2078175735342742,0.7252340311685125,0.0,0.0,0.0,True
C,2,3,state,m,55732739,5.369950825013684,2.0313154524412833,5.974773011797768,6.155694695089729,1.112630861341741,0.8505843861274599,-0.07957624347007171,0.252752213623774,0.9443497195250425,2.941331935725268,radam_beta1_per_parameter_group,0.9,0.9,4.8329556269311285,3.151625222868887,0.5869002018022866,1.551519346284295,0.07903636693611937,0.04233618471839583,0.5914207067338233,0.0,0.0,0.0,True
C,2,3,state,v,55732739,0.9305068239562597,0.19532192979760066,0.7249850103602956,0.6718423122550593,0.7791291710015175,0.8927513047046569,-0.3968131596212326,-0.13747520981744302,0.96373611254211,3.7117440479497112,radam_beta2_per_parameter_group,0.999,0.999,0.9295763219572367,0.43175640832925255,0.4640013347710259,2.2104860871314016,-0.6539451473559845,0.13301937689013285,-0.24295056468341744,0.0,0.0,0.0,True
C,2,3,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,2,3,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,2,3,observable,residual,393216,0.17075607789598152,0.15673012964940314,0.15895070882121554,0.16480543690484076,0.9308641354367638,0.0576055204217304,-0.4549714400462422,0.5121924273007061,0.5317966305116362,1.0141681703242365,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,2,3,observable,feature,49152,0.036319829461851874,0.037128392609103486,0.041437966218478374,0.03670718165392501,1.1409185239154902,-0.01404886273225576,-0.5681432890851449,0.3701098688759013,0.5542163197081743,1.1160721837529326,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,2,3,state,theta,55732739,0.0018931086147523052,0.0008425109905818873,0.0032858365716171324,0.0034216724797974363,1.735683069641016,0.9318783307972605,0.036356596048899445,0.2811411171521071,0.9692533177707325,3.9000518786677687,identity_parameter_carryover,1.0,1.0,0.0018931086147523104,0.001669486575537847,0.8818757479249457,1.9815605899512385,0.7001501551471192,0.047437348904405,0.9114716452233833,0.0,0.0,0.0,True
D,2,3,state,EMA,55732771,1.843036711123187e-05,1.0155583789205527e-05,2.7823006093217698e-05,2.81197460112616e-05,1.5096284260264001,0.6712896510535296,-0.15312815083980963,0.20964265868494808,0.9341442954839612,2.7396756967128817,ema_transition_carryover_counterfactual_map,0.9993,1.0,1.8417465910499905e-05,2.062391310996e-05,1.1190180307038666,2.030795426244365,0.012598488933264183,-0.20649470193952352,0.7495935299204401,0.0,0.0,0.0,True
D,2,3,state,m,55732739,6.027503841007536,3.1433752460815203,6.057856285134494,5.381414557067092,1.0050356573678905,0.9072783842745281,-0.4626273819819269,0.06333744573150894,0.8554711360059246,1.9271820291535724,radam_beta1_per_parameter_group,0.9,0.9,5.424753303457641,2.548514189569053,0.4228141958584057,0.810757224339025,0.028019761231368533,-0.09950247341494968,0.445787148589601,0.0,0.0,0.0,True
D,2,3,state,v,55732739,1.9988457991302053,0.49982586931142625,1.98841452800973,2.329962280045364,0.9947813527561684,0.9921022045962602,0.6163366743088164,0.740509269797572,0.985627776768101,3.9782145144848626,radam_beta2_per_parameter_group,0.999,0.999,1.9968469810350524,0.2505762200988364,0.1253604556228771,0.5013270330406008,-0.09632416091138153,-0.029781517070487082,0.029285446023777625,0.0,0.0,0.0,True
D,2,3,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,2,3,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,2,3,observable,residual,393216,0.18571283023057272,0.167285461034138,0.17689992241086824,0.17915904010237196,0.9525455090595368,0.034270036145021596,-0.4592343421019278,0.4802824434576864,0.5585913706193899,1.0574733830262046,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,2,3,observable,feature,49152,0.037079677080310104,0.03553219850878656,0.036097281148992195,0.0365144373999622,0.973505812114001,-0.018424915816532963,-0.4803647115426604,0.4982231620579605,0.5211326865976058,1.0159033964663318,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,3,4,state,theta,55732739,0.005666337974845815,0.0012423399604091954,0.008066909270871232,0.00799513876175639,1.4236548025695095,0.9511789827439391,-0.13451566452126248,0.01966373616393398,0.9880747940639908,6.493318679223838,identity_parameter_carryover,1.0,1.0,0.005666337974845409,0.0031978029597814982,0.5643509042307898,2.5740160195187016,0.627536031627996,-0.32945281301982887,0.8372022021823924,0.0,0.0,0.0,True
B,3,4,state,EMA,55732771,3.698308691820965e-05,1.2431792470589354e-05,4.9631679817162585e-05,4.9552411768411166e-05,1.342010198524695,0.7726298452887814,-0.13161164141962747,0.11905950513593647,0.9685807308155382,3.9923188819777407,ema_transition_carryover_counterfactual_map,0.9993,1.0,3.695719887022651e-05,3.153964025261044e-05,0.852812538941443,2.537014700593312,0.044062589718826,-0.20648349171996788,0.6682842544473824,0.0,0.0,0.0,True
B,3,4,state,m,55732739,7.44032921672432,3.6114326514280375,9.518012183090038,10.318493880259465,1.2792461067039234,0.7495254181646881,0.041257088215055526,0.38805257493616624,0.9368624424022676,2.6355225479080753,radam_beta1_per_parameter_group,0.9,0.9,6.696296118338692,6.315876102752193,0.8488705161803071,1.748856122307794,0.06930090713744964,-0.1806736894171119,0.7123268352528013,0.0,0.0,0.0,True
B,3,4,state,v,55732739,2.147767128327283,0.4730257790299687,2.5151865651328715,2.925713534611806,1.1710704256339657,0.9898415498128221,0.8446673997421057,0.8878250875001262,0.9962479188188317,5.317229370227455,radam_beta2_per_parameter_group,0.999,0.999,2.1456193874981637,0.4962083751925323,0.2310345328634337,1.0490091601563536,0.6932909587990451,0.5733295112400607,0.7887076563030537,0.0,0.0,0.0,True
B,3,4,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,3,4,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,3,4,observable,residual,393216,0.18003523162885546,0.16649708320306122,0.17853744626773735,0.1802370018630771,0.9916805985830273,-0.04057726979860475,-0.45602426135439383,0.47204333885530375,0.5693100518857493,1.0723157597301065,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
B,3,4,observable,feature,49152,0.03599018612831825,0.03715553341005988,0.03692730301450697,0.0360168853093718,1.026038122805132,-0.019040363307782377,-0.5272910986828713,0.49099457324655693,0.4813164945181299,0.9938574318652866,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,3,4,state,theta,55732739,0.005198724966188659,0.0011148167299270414,0.007135379814929502,0.007177782843553691,1.372524967436518,0.9694864912668564,-0.0399700572305575,0.11558098210056815,0.9878845154532572,6.400495815483926,identity_parameter_carryover,1.0,1.0,0.005198724966188033,0.0024524317974531622,0.47173716890261147,2.1998519860871304,0.7009081256528398,-0.07373764952693315,0.8543708292211308,0.0,0.0,0.0,True
C,3,4,state,EMA,55732771,3.5435713415714425e-05,1.1551892935660837e-05,4.710063836674825e-05,4.7132923799830824e-05,1.329185553968863,0.7780421471216576,-0.11983412236011715,0.12533975824350438,0.9699446529003443,4.077309115404627,ema_transition_carryover_counterfactual_map,0.9993,1.0,3.541090852445895e-05,2.961496769404174e-05,0.8357378711869986,2.563646309655448,0.04171449025268181,-0.19039692625361954,0.6601208979466708,0.0,0.0,0.0,True
C,3,4,state,m,55732739,6.155694695089729,2.33290605988827,6.900482515804952,7.293574427416569,1.1209916764243237,0.884819938126054,0.004258814181458357,0.3238869989186117,0.9474665677285103,2.957891290374306,radam_beta1_per_parameter_group,0.9,0.9,5.540125077521912,3.264526466231963,0.5303262471473785,1.3993390142714581,0.17324394242247862,0.24712709370496538,0.612177419160749,0.0,0.0,0.0,True
C,3,4,state,v,55732739,0.6718423122550593,0.12379837572249762,0.7704591902375634,0.788540270467913,1.1467857504411914,0.9574490012004971,0.0674257770571437,0.22287661378510976,0.9876558256903331,6.223499991345601,radam_beta2_per_parameter_group,0.999,0.999,0.671170476561222,0.23208898725812724,0.34545157847994634,1.874733702309393,0.2865491654005574,0.4117148722972114,0.5508563335191752,0.0,0.0,0.0,True
C,3,4,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,3,4,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,3,4,observable,residual,393216,0.16480543690484076,0.18136644419301834,0.18071056531661314,0.18688408108039334,1.0965085176222436,0.03143835094113841,-0.46719438742962793,0.5187144981394125,0.5135653072573843,0.9963836812298796,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
C,3,4,observable,feature,49152,0.03670718165392501,0.03592966686175984,0.03749676505935406,0.03845417687199966,1.0215103249514832,-0.003987632496506364,-0.45211653304567456,0.49349020018978484,0.5526673660203609,1.0436157174410678,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,3,4,state,theta,55732739,0.0034216724797974363,0.0007118971807706678,0.005259225331580318,0.005337047918609557,1.5370335304247662,0.9420983889838942,0.04244517239384763,0.17521407356434418,0.991080089744231,7.387619270927464,identity_parameter_carryover,1.0,1.0,0.003421672479797367,0.0023367754703633135,0.6829337068817443,3.282462037331888,0.6560472975819918,0.06093736683695099,0.8711462554064697,0.0,0.0,0.0,True
D,3,4,state,EMA,55732771,2.81197460112616e-05,9.438986006382755e-06,3.877363666840793e-05,3.892071426036635e-05,1.3788757783544554,0.7414997784781773,-0.10610764168963767,0.13681164287340628,0.9704880509295578,4.1078180052591176,ema_transition_carryover_counterfactual_map,0.9993,1.0,2.81000622748699e-05,2.6023425655293576e-05,0.9254502385928921,2.7570149630157545,0.02499981109964159,-0.1585047212267047,0.689280763953492,0.0,0.0,0.0,True
D,3,4,state,m,55732739,5.381414557067092,2.739348444036363,5.085232060232312,5.941504723968925,0.9449619623810952,0.742655520255957,0.06955608125669546,0.5205848353446855,0.8879518991061061,1.8563655424351007,radam_beta1_per_parameter_group,0.9,0.9,4.8432729840845585,3.568599806604844,0.6631341571554664,1.3027184673690506,-0.2989120048698623,-0.45580600855795,0.417067960872867,0.0,0.0,0.0,True
D,3,4,state,v,55732739,2.329962280045364,0.46268005604451407,1.9563461114054126,2.369935690910248,0.8396471171058284,0.9939037806425767,0.8701379783694337,0.9135147062079975,0.9953610172003516,4.228291420491213,radam_beta2_per_parameter_group,0.999,0.999,2.327632355616617,0.4397426866968784,0.18873382220089704,0.95042498796311,-0.8714472595868943,-0.9108678677500492,-0.8120578172603888,0.0,0.0,0.0,True
D,3,4,state,net_buffer,32,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
D,3,4,state,scaler,1,0.0,0.0,0.0,0.0,0.0,,,,,,not_declared_for_this_readout,,,,,,,,,,0.0,0.0,0.0,True
