seed,arm,attempt,successful_step,skipped,optimizer_clock,clock_evidence,applied_multiplier,restored_lr,update_norm,rho,branch,branch_source,scaler_before,scaler_after
50,early,23,14,False,14,successful_call_counter,1.0,0.0001,0.023948748917125624,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,early,24,15,False,15,successful_call_counter,1.0,0.0001,0.025437379130489848,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,early,25,16,False,16,successful_call_counter,1.0,0.0001,0.027198244591635844,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,1,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
50,delayed,2,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
50,delayed,3,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
50,delayed,4,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
50,delayed,5,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
50,delayed,6,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
50,delayed,7,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
50,delayed,8,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
50,delayed,9,1,False,1,all_active_parameters,1.0,0.0001,0.37114090855308063,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
50,delayed,10,2,False,2,all_active_parameters,1.0,0.0001,0.602149565986458,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
50,delayed,11,2,True,2,successful_call_counter,1.0,0.0001,0.0,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,128.0
50,delayed,12,3,False,3,all_active_parameters,1.0,0.0001,0.5145154079201628,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,13,4,False,4,all_active_parameters,1.0,0.0001,0.4252347452009276,3.9974987498546852,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,14,5,False,5,all_active_parameters,1.0,0.0001,0.35658537684348174,4.995998000395048,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,15,6,False,6,all_active_parameters,0.9090909090909091,0.0001,0.007796008366289048,5.994163751655833,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,16,7,False,7,all_active_parameters,0.9090909090909091,0.0001,0.009451595234690923,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,17,8,False,8,all_active_parameters,0.9090909090909091,0.0001,0.010947828203880721,7.989494757897319,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,18,9,False,9,all_active_parameters,0.9090909090909091,0.0001,0.01239103053629427,8.986660013807295,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,19,10,False,10,all_active_parameters,0.9090909090909091,0.0001,0.013688556576056141,9.98349177230557,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,20,11,False,11,all_active_parameters,1.0,0.0001,0.016383810691748386,10.979990034062212,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,21,12,False,12,all_active_parameters,1.0,0.0001,0.01785913844473557,11.97615479973524,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,22,13,False,13,all_active_parameters,1.0,0.0001,0.01928622190686818,12.971986070104549,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,23,14,False,14,all_active_parameters,1.0,0.0001,0.020615241432965385,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,24,15,False,15,all_active_parameters,1.0,0.0001,0.021677807911880922,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
50,delayed,25,16,False,16,all_active_parameters,1.0,0.0001,0.023178327822154392,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,1,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
51,early,2,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
51,early,3,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
51,early,4,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
51,early,5,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
51,early,6,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
51,early,7,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
51,early,8,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
51,early,9,1,False,1,actual_all_active_parameters,0.9090909090909091,0.0001,0.3729234113488388,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
51,early,10,2,False,2,actual_all_active_parameters,0.9090909090909091,0.0001,0.28237838098755946,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
51,early,11,2,True,2,actual_all_active_parameters,1.0,0.0001,0.0,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,128.0
51,early,12,3,False,3,actual_all_active_parameters,0.9090909090909091,0.0001,0.3884518397440967,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,13,4,False,4,actual_all_active_parameters,0.9090909090909091,0.0001,0.23172667663210622,3.9974987498546852,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,14,5,False,5,actual_all_active_parameters,0.9090909090909091,0.0001,0.29732174068809086,4.995998000395048,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,15,6,False,6,actual_all_active_parameters,1.0,0.0001,0.009052423430638184,5.994163751655833,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,16,7,False,7,successful_call_counter,1.0,0.0001,0.011727927546058507,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,17,8,False,8,successful_call_counter,1.0,0.0001,0.014203037575891354,7.989494757897319,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,18,9,False,9,successful_call_counter,1.0,0.0001,0.016675467830361314,8.986660013807295,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,19,10,False,10,successful_call_counter,1.0,0.0001,0.01913708757925822,9.98349177230557,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,20,11,False,11,successful_call_counter,1.0,0.0001,0.02141001660567576,10.979990034062212,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,21,12,False,12,successful_call_counter,1.0,0.0001,0.023450654350457123,11.97615479973524,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,22,13,False,13,successful_call_counter,1.0,0.0001,0.025580103555483014,12.971986070104549,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,23,14,False,14,successful_call_counter,1.0,0.0001,0.02735725565783747,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,24,15,False,15,successful_call_counter,1.0,0.0001,0.028764666740895544,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,early,25,16,False,16,successful_call_counter,1.0,0.0001,0.030075782693683606,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,1,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
51,delayed,2,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
51,delayed,3,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
51,delayed,4,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
51,delayed,5,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
51,delayed,6,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
51,delayed,7,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
51,delayed,8,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
51,delayed,9,1,False,1,all_active_parameters,1.0,0.0001,0.4102157549594375,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
51,delayed,10,2,False,2,all_active_parameters,1.0,0.0001,0.30910116513002367,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
51,delayed,11,2,True,2,successful_call_counter,1.0,0.0001,0.0,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,128.0
51,delayed,12,3,False,3,all_active_parameters,1.0,0.0001,0.42630953569006214,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,13,4,False,4,all_active_parameters,1.0,0.0001,0.2811365670819894,3.9974987498546852,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,14,5,False,5,all_active_parameters,1.0,0.0001,0.4647994160885216,4.995998000395048,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,15,6,False,6,all_active_parameters,0.9090909090909091,0.0001,0.008080920077841442,5.994163751655833,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,16,7,False,7,all_active_parameters,0.9090909090909091,0.0001,0.010388459326061122,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,17,8,False,8,all_active_parameters,0.9090909090909091,0.0001,0.012727718246548374,7.989494757897319,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,18,9,False,9,all_active_parameters,0.9090909090909091,0.0001,0.014810552498663566,8.986660013807295,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,19,10,False,10,all_active_parameters,0.9090909090909091,0.0001,0.01692327003666379,9.98349177230557,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,20,11,False,11,all_active_parameters,1.0,0.0001,0.02113799214281483,10.979990034062212,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,21,12,False,12,all_active_parameters,1.0,0.0001,0.023271628062196147,11.97615479973524,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,22,13,False,13,all_active_parameters,1.0,0.0001,0.02534471199823419,12.971986070104549,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
51,delayed,23,13,True,13,successful_call_counter,1.0,0.0001,0.0,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,64.0
51,delayed,24,14,False,14,all_active_parameters,1.0,0.0001,0.027221502898208433,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
51,delayed,25,15,False,15,all_active_parameters,1.0,0.0001,0.02889337648985863,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
51,delayed,26,16,False,16,all_active_parameters,1.0,0.0001,0.0309037803705134,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,1,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
52,early,2,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
52,early,3,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
52,early,4,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
52,early,5,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
52,early,6,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
52,early,7,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
52,early,8,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
52,early,9,1,False,1,actual_all_active_parameters,0.9090909090909091,0.0001,0.37035521219195755,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
52,early,10,2,False,2,actual_all_active_parameters,0.9090909090909091,0.0001,0.3092430103525655,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
52,early,11,2,True,2,actual_all_active_parameters,1.0,0.0001,0.0,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,128.0
52,early,12,3,False,3,actual_all_active_parameters,0.9090909090909091,0.0001,0.3359178489047829,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,early,13,4,False,4,actual_all_active_parameters,0.9090909090909091,0.0001,0.3903103486586028,3.9974987498546852,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,early,14,5,False,5,actual_all_active_parameters,0.9090909090909091,0.0001,0.463827972589271,4.995998000395048,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,early,15,6,False,6,actual_all_active_parameters,1.0,0.0001,0.009884878769595928,5.994163751655833,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,early,16,6,True,6,actual_all_active_parameters,1.0,0.0001,0.0,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,64.0
52,early,17,7,False,7,successful_call_counter,1.0,0.0001,0.012035956999948767,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,18,8,False,8,successful_call_counter,1.0,0.0001,0.013967087054164598,7.989494757897319,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,19,9,False,9,successful_call_counter,1.0,0.0001,0.015791701008202402,8.986660013807295,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,20,10,False,10,successful_call_counter,1.0,0.0001,0.017886473113126584,9.98349177230557,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,21,11,False,11,successful_call_counter,1.0,0.0001,0.019571335430074003,10.979990034062212,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,22,12,False,12,successful_call_counter,1.0,0.0001,0.021022701390624867,11.97615479973524,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,23,13,False,13,successful_call_counter,1.0,0.0001,0.02282126681485027,12.971986070104549,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,24,14,False,14,successful_call_counter,1.0,0.0001,0.024227729121251512,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,25,15,False,15,successful_call_counter,1.0,0.0001,0.02570670208476759,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,early,26,16,False,16,successful_call_counter,1.0,0.0001,0.02705751004178532,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,64.0,64.0
52,delayed,1,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
52,delayed,2,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
52,delayed,3,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
52,delayed,4,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
52,delayed,5,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
52,delayed,6,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
52,delayed,7,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
52,delayed,8,0,True,0,successful_call_counter,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
52,delayed,9,1,False,1,all_active_parameters,1.0,0.0001,0.4073907561083106,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
52,delayed,10,2,False,2,all_active_parameters,1.0,0.0001,0.37297279521736143,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
52,delayed,11,2,True,2,successful_call_counter,1.0,0.0001,0.0,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,128.0
52,delayed,12,3,False,3,all_active_parameters,1.0,0.0001,0.3837435698638107,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,13,4,False,4,all_active_parameters,1.0,0.0001,0.4165435999744968,3.9974987498546852,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,14,5,False,5,all_active_parameters,1.0,0.0001,0.4008970956474943,4.995998000395048,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,15,6,False,6,all_active_parameters,0.9090909090909091,0.0001,0.009185553721619165,5.994163751655833,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,16,7,False,7,all_active_parameters,0.9090909090909091,0.0001,0.011584326707633234,6.991996003993108,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,17,8,False,8,all_active_parameters,0.9090909090909091,0.0001,0.013822340816895344,7.989494757897319,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,18,9,False,9,all_active_parameters,0.9090909090909091,0.0001,0.01582910699005668,8.986660013807295,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,19,10,False,10,all_active_parameters,0.9090909090909091,0.0001,0.01791515258725111,9.98349177230557,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,20,11,False,11,all_active_parameters,1.0,0.0001,0.02185245455299422,10.979990034062212,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,21,12,False,12,all_active_parameters,1.0,0.0001,0.023990827137287788,11.97615479973524,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,22,13,False,13,all_active_parameters,1.0,0.0001,0.025956430833884204,12.971986070104549,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,23,14,False,14,all_active_parameters,1.0,0.0001,0.02761696013602016,13.967483846022787,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,24,15,False,15,all_active_parameters,1.0,0.0001,0.029467755109219486,14.96264812838308,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
52,delayed,25,16,False,16,all_active_parameters,1.0,0.0001,0.03108562180737455,15.957478918143579,rectified,native RAdam formula from observed clock; proposed branch for AMP skips,128.0,128.0
53,early,1,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,65536.0,32768.0
53,early,2,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,32768.0,16384.0
53,early,3,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,16384.0,8192.0
53,early,4,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,8192.0,4096.0
53,early,5,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,4096.0,2048.0
53,early,6,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,2048.0,1024.0
53,early,7,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,1024.0,512.0
53,early,8,0,True,0,actual_all_active_parameters,1.0,0.0001,0.0,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,512.0,256.0
53,early,9,1,False,1,actual_all_active_parameters,0.9090909090909091,0.0001,0.3277963440068171,1.0,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
53,early,10,2,False,2,actual_all_active_parameters,0.9090909090909091,0.0001,0.41189683133921223,1.999499749846109,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
53,early,11,3,False,3,actual_all_active_parameters,0.9090909090909091,0.0001,0.29464388631698424,2.9986659997755396,non_adaptive,native RAdam formula from observed clock; proposed branch for AMP skips,256.0,256.0
