seed,arm,attempted_iteration,successful_optimizer_steps,step_skipped,optimizer_clock,clock_evidence,proposed_success_step,rho,radam_branch,applied_multiplier,base_lr,grad_scale_before,grad_scale_after,update_norm,batch_sha256,t_sha256,base_r_sha256,actual_lr
301,AA,11,3,1,3,successful_call_counter,4,3.9974987498546852,non_adaptive,1.0,0.0001,512,256,0,16b0b47177ca0b9094e7d4a583e7b6d06e46457f261f345faf4d997e412cca51,2b161949e70c99e6d3296253e341a3a32e89bebbf30ba3b02dba7d5c49cdec73,3f9c971dbf14b7fc72c5d9f202e188cae81bee4071c23cfcc2af84a5fc15acfe,
301,AA,12,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,1.0,0.0001,256,256,0.25235262746970655,ff1d73d3ac058b65434c2e573e7b532d5044e994a7a1639dfd2d64458880df4e,637f169467dd45a2084bcd28922d8733247d0573a6bd37486d8d9f2e25f24943,ce6f5592d0838be0279522c3acaca6000e613f2debae6c3a993924d3492eab56,0.0001
301,AA,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,1.0,0.0001,256,256,0.18535317692287526,7b47795d92aab48e7b19e1520cfc1b0cfe8de8c794067c45c797af83d953eebc,e976b9522253cd054d72ad913115d15264dd209c403813b441cb2564334652c5,ded1ccf2a2902116a32d27d240a35ddef5845668df17091eea07420477bb9964,0.0001
301,AA,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.0098062281790018083,43b2371eae4a9faa857c4281a62c3727f2f4284d019acb10cec8392638b427d2,7671bfa93c7c8ca27d37637c1d10302aa1547549c1eaa964747c417ff2153f6a,f90dde7df8eb91dbcc340775771e6f40a830d25d78ccccca2e6c31e1daf91e85,0.0001
301,AA,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.012664556535064467,18b571874a581961a429566ffec6d14b2efb5cd278e94fa31e914c504de4e696,136e3a46e0da5ccb37b16a03862e1cb79e894b9756e9c4e04194f762a79cadd4,82ae21a40722c71e7b8ba1376bd38a107d97ec9d8e35ec4b5283e876b5bf9a19,0.0001
301,AA,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.015203636353265968,b8bab0a34d859e9a4fa2829d5af9d902c038f60afb61acbab1d010b473c020af,3ade72e78ddd8ddffae191b55b56759ce49d42a124dbac56dbd68ecb1d503b6c,2755714ffaa7a07dcbc023041624823c0fa7f4d12a82ee769228d33b90c0b763,0.0001
301,AA,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.017771032124733962,216e0897cdccd99ec909d230b4d2b59c334bc5ae000b09197291b629343bef53,30d676012e703af47e939b788b6a383c2e0d8a6bc5591252dc45cfaebcfa3099,c451b8bcb643896888b77c7fb8c33c630df3f6535e08b735a9a54e25b2ade2ee,0.0001
301,AA,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.020204046207501613,ef76e8c32d3d829c5125de6a95ec60392d1f378a7b40062697941adc52a1fa2e,1bd03c76a4c3b0ea99abc2786f0499b7e9377848026ef0a59ac1275b362902e3,20695c83cbd6bb3ace588955bf5b77ae751b7ecc51634232e36df3e48d8d13e0,0.0001
301,AA,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.022562986798799343,32a625ba1d19613da278b2bba3031344abc7d0910f41807b6e52a14c460e7ef1,b4ef3df642d16c494fe26a35ac83777ae7165f0183c706a0ea536dcbe0d973c6,341cde37c2146ea54cd92aec05c4da0c597dbb375088aeb8edf64427210db67e,0.0001
301,AA,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.024806876660304591,34fbd52bdf9556dc9ef84af23540a42cae0593648a4484282c3f32acfcb12191,6ff071c7aa5fa38cda84939b3fdc46999c5cf47a010322f307559a65b5b2a581,09b69625e1d9db2b1e6cfc3ff124e07caba0e04f5c7702f40b39056fe86cef7c,0.0001
301,AA,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.027067031639999208,02856fb5c8d07b35c47b7ce13697a8832a407376ec93f05308438b07547324ed,8fbbd5099dd81086e0687755ac0fe86019afd35c4a778e358f0b056889809f3c,4f41e661c40a9f4c1c3546b8fd9cf105ea2b4c4efe986fb31d3c86daf559022a,0.0001
301,AA,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.029079505828471561,9f79617e0bb3d7fa8b07606aaeccb128d835228113c336698b1cfe30516d1751,69d15cb026e9eda46427d8d4a833a5171ac83fa39984aca92b7311244ba87410,1bc5988b2c2d7f7376db8b34f0df2ae8e333f9bfde973840a0907b9c0445c6d4,0.0001
301,AA,23,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,256,256,0.031077085848933619,94be29e859f225671b1b911a5b933e41201d97df3a12ad9327047bdb46f2327a,cbff61b9d7baa3c610f286f8f1b0d89d9e8f3517cb3bcbd1d8fae8e510cfda26,9a95da161ebec4303d486110a5834c09c9bade289298c42985094305677a4cdc,0.0001
301,AA,24,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,256,256,0.033131445893654417,1a9dba008947ea6f74952580a8725d35cbf9588fbce23cf8a7b539cdd96d4828,f772790297a61fb19ced8dcd18ebf892907ecca0bda5b67ea07362c1cce3bbc7,96aab2a3f9e6e1370f2a07b3cf317ec000e69e86fcbe9d4b34f9408af989910f,0.0001
301,DA,1,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,65536,32768,0,a4be08a2b1cc7a1f166f334db0ba0ad7fcb32c599cf735626bd1455c9d6242f4,0c9c714bfc05671228696325e8b96c4c22880fd7050ff6dce9b294a2379bbfd1,dac7a2c9a086d600c55827706e3829263b7b6f9ef417a6850d98f5d5a64569c5,
301,DA,2,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,32768,16384,0,ff4f4190ebbd3654eda0749a414f61e2f4a1a2596c557caf8a9d18852aedfe21,564b1cb863c7c7120330681a0398782e9cff3c3ad1b1a864640950bdfb38c14c,88681db47bca71cc5f585df90bbd587f14dedef207b4f277345ccf526a6e571f,
301,DA,3,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,16384,8192,0,7f8aa67ae66459344a561080feb416a60b7963d3f22f1a7c70466efc37f4d31f,91447b63042d9d3b7a307e454c118ee7f1b6ba383fb8675529eba5ff288a329c,4f899ea78edf5c8acffcc533f4b2c70332942516932b30db1f3720416735f63c,
301,DA,4,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,8192,4096,0,a5313a2732fa410e3ba17614515b5baa0d1b274bff99cb93511687dac86c9382,3de6106ba7ba31d7e33afd7d907f137eea4a25de27f13f2540ddbd7b0b578570,221959f960468ec98997833dc52688c5ad5c1e9be48c95eb40305046eaaf2032,
301,DA,5,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,4096,2048,0,c4bfae07b737945f493327e789272f17746f92e5c5be23eeaca0d5e13c6bdf9e,ac5eae1b704befa5f6da7d01c5af146558df18c820b50e47145ba0a0e2f622be,f7560d877a9fd3caa4ce4c83c4c66ca4e35979cf33534256a17ea0ce291b8492,
301,DA,6,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,2048,1024,0,69ec3f15dc712388418a3e23a092a091e075b42a9eb7ea290a15c5d6997626e0,f531dc96253285ef44b640ad5c6110baa4ef5b6639a4c78d080caba80e48b26a,4111aa68a8d2d43414a5462f841c763caa353fbfefc4c47c367bd504dbe3b2af,
301,DA,7,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,1024,512,0,f35596f7514e9ae7efe601ae70fa9b51f7d0dbe3cec7a0bf79ae3c89b244d2f9,9111ba899dd507f33844db1845583adcd14154bb169ea7974369a9035449ae91,fc1a73b79c8fa298b157ed74337d8a087f90623d3a260f5c993fdea118dfaaae,
301,DA,8,1,0,1,all_active_parameters,1,1.0,non_adaptive,1.0,0.0001,512,512,0.16938710162201026,0b8426532c9a12f8d19f2526ccab8ae5df03cb1cde5e1d4b4bbc58cbf1303450,68ae569823098c5319431ed9d6bea61a2a60e59a42d9e89dcafa1a25e6eb7ccf,2770f7cb8e9387960b4b9ea1e02e6acfb72db49d5da87719b55a369d54b46a03,0.0001
301,DA,9,2,0,2,all_active_parameters,2,1.999499749846109,non_adaptive,1.0,0.0001,512,512,0.18263346469995276,f4b1e554f8b7569cdb7d32cecea57354d70ddbac698010e9507d78e1f8ba0c8d,ae27d22d010ab723316dcc284fa9d86d4b998e0a5b3202088394a1324de78fb0,7016127d2840580583f51f3c6c0b97ca4b2f814cf0efd0456da6607d7559ce78,0.0001
301,DA,10,3,0,3,all_active_parameters,3,2.9986659997755396,non_adaptive,1.0,0.0001,512,512,0.17555288040346723,e134b1c452a5adbd489f279eaa8d6715fbd31c40045e07f05e69899ddd6a5905,c9462a1902173088338df4474761f4fbf35cbcb09c8cef082e0f19340f2afe8e,42f0ed6405a897bece1516ae470b215e2b81c77c0f999d92d497eb30eaef19d4,0.0001
301,DA,11,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,1.0,0.0001,512,512,0.11754284397634572,16b0b47177ca0b9094e7d4a583e7b6d06e46457f261f345faf4d997e412cca51,2b161949e70c99e6d3296253e341a3a32e89bebbf30ba3b02dba7d5c49cdec73,3f9c971dbf14b7fc72c5d9f202e188cae81bee4071c23cfcc2af84a5fc15acfe,0.0001
301,DA,12,4,1,4,successful_call_counter,5,4.995998000395048,non_adaptive,1.0,0.0001,512,256,0,ff1d73d3ac058b65434c2e573e7b532d5044e994a7a1639dfd2d64458880df4e,637f169467dd45a2084bcd28922d8733247d0573a6bd37486d8d9f2e25f24943,ce6f5592d0838be0279522c3acaca6000e613f2debae6c3a993924d3492eab56,
301,DA,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,1.0,0.0001,256,256,0.246049233496028,7b47795d92aab48e7b19e1520cfc1b0cfe8de8c794067c45c797af83d953eebc,e976b9522253cd054d72ad913115d15264dd209c403813b441cb2564334652c5,ded1ccf2a2902116a32d27d240a35ddef5845668df17091eea07420477bb9964,0.0001
301,DA,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.009547781033642214,43b2371eae4a9faa857c4281a62c3727f2f4284d019acb10cec8392638b427d2,7671bfa93c7c8ca27d37637c1d10302aa1547549c1eaa964747c417ff2153f6a,f90dde7df8eb91dbcc340775771e6f40a830d25d78ccccca2e6c31e1daf91e85,0.0001
301,DA,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.011204530261695104,18b571874a581961a429566ffec6d14b2efb5cd278e94fa31e914c504de4e696,136e3a46e0da5ccb37b16a03862e1cb79e894b9756e9c4e04194f762a79cadd4,82ae21a40722c71e7b8ba1376bd38a107d97ec9d8e35ec4b5283e876b5bf9a19,0.0001
301,DA,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.01275476969382537,b8bab0a34d859e9a4fa2829d5af9d902c038f60afb61acbab1d010b473c020af,3ade72e78ddd8ddffae191b55b56759ce49d42a124dbac56dbd68ecb1d503b6c,2755714ffaa7a07dcbc023041624823c0fa7f4d12a82ee769228d33b90c0b763,0.0001
301,DA,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.014118892584189855,216e0897cdccd99ec909d230b4d2b59c334bc5ae000b09197291b629343bef53,30d676012e703af47e939b788b6a383c2e0d8a6bc5591252dc45cfaebcfa3099,c451b8bcb643896888b77c7fb8c33c630df3f6535e08b735a9a54e25b2ade2ee,0.0001
301,DA,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.015302963876692501,ef76e8c32d3d829c5125de6a95ec60392d1f378a7b40062697941adc52a1fa2e,1bd03c76a4c3b0ea99abc2786f0499b7e9377848026ef0a59ac1275b362902e3,20695c83cbd6bb3ace588955bf5b77ae751b7ecc51634232e36df3e48d8d13e0,0.0001
301,DA,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.016592740143434526,32a625ba1d19613da278b2bba3031344abc7d0910f41807b6e52a14c460e7ef1,b4ef3df642d16c494fe26a35ac83777ae7165f0183c706a0ea536dcbe0d973c6,341cde37c2146ea54cd92aec05c4da0c597dbb375088aeb8edf64427210db67e,0.0001
301,DA,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.01764739909828629,34fbd52bdf9556dc9ef84af23540a42cae0593648a4484282c3f32acfcb12191,6ff071c7aa5fa38cda84939b3fdc46999c5cf47a010322f307559a65b5b2a581,09b69625e1d9db2b1e6cfc3ff124e07caba0e04f5c7702f40b39056fe86cef7c,0.0001
301,DA,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.018907196069400077,02856fb5c8d07b35c47b7ce13697a8832a407376ec93f05308438b07547324ed,8fbbd5099dd81086e0687755ac0fe86019afd35c4a778e358f0b056889809f3c,4f41e661c40a9f4c1c3546b8fd9cf105ea2b4c4efe986fb31d3c86daf559022a,0.0001
301,DA,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.020141910067876023,9f79617e0bb3d7fa8b07606aaeccb128d835228113c336698b1cfe30516d1751,69d15cb026e9eda46427d8d4a833a5171ac83fa39984aca92b7311244ba87410,1bc5988b2c2d7f7376db8b34f0df2ae8e333f9bfde973840a0907b9c0445c6d4,0.0001
301,DA,23,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,256,256,0.02138148822776665,94be29e859f225671b1b911a5b933e41201d97df3a12ad9327047bdb46f2327a,cbff61b9d7baa3c610f286f8f1b0d89d9e8f3517cb3bcbd1d8fae8e510cfda26,9a95da161ebec4303d486110a5834c09c9bade289298c42985094305677a4cdc,0.0001
301,DA,24,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,256,256,0.022501667159149086,1a9dba008947ea6f74952580a8725d35cbf9588fbce23cf8a7b539cdd96d4828,f772790297a61fb19ced8dcd18ebf892907ecca0bda5b67ea07362c1cce3bbc7,96aab2a3f9e6e1370f2a07b3cf317ec000e69e86fcbe9d4b34f9408af989910f,0.0001
301,A_startup_down5,1,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,65536,32768,0,a4be08a2b1cc7a1f166f334db0ba0ad7fcb32c599cf735626bd1455c9d6242f4,0c9c714bfc05671228696325e8b96c4c22880fd7050ff6dce9b294a2379bbfd1,dac7a2c9a086d600c55827706e3829263b7b6f9ef417a6850d98f5d5a64569c5,
301,A_startup_down5,2,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,32768,16384,0,ff4f4190ebbd3654eda0749a414f61e2f4a1a2596c557caf8a9d18852aedfe21,564b1cb863c7c7120330681a0398782e9cff3c3ad1b1a864640950bdfb38c14c,88681db47bca71cc5f585df90bbd587f14dedef207b4f277345ccf526a6e571f,
301,A_startup_down5,3,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,16384,8192,0,7f8aa67ae66459344a561080feb416a60b7963d3f22f1a7c70466efc37f4d31f,91447b63042d9d3b7a307e454c118ee7f1b6ba383fb8675529eba5ff288a329c,4f899ea78edf5c8acffcc533f4b2c70332942516932b30db1f3720416735f63c,
301,A_startup_down5,4,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,8192,4096,0,a5313a2732fa410e3ba17614515b5baa0d1b274bff99cb93511687dac86c9382,3de6106ba7ba31d7e33afd7d907f137eea4a25de27f13f2540ddbd7b0b578570,221959f960468ec98997833dc52688c5ad5c1e9be48c95eb40305046eaaf2032,
301,A_startup_down5,5,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,4096,2048,0,c4bfae07b737945f493327e789272f17746f92e5c5be23eeaca0d5e13c6bdf9e,ac5eae1b704befa5f6da7d01c5af146558df18c820b50e47145ba0a0e2f622be,f7560d877a9fd3caa4ce4c83c4c66ca4e35979cf33534256a17ea0ce291b8492,
301,A_startup_down5,6,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,2048,1024,0,69ec3f15dc712388418a3e23a092a091e075b42a9eb7ea290a15c5d6997626e0,f531dc96253285ef44b640ad5c6110baa4ef5b6639a4c78d080caba80e48b26a,4111aa68a8d2d43414a5462f841c763caa353fbfefc4c47c367bd504dbe3b2af,
301,A_startup_down5,7,0,1,0,successful_call_counter,1,1.0,non_adaptive,1.0,0.0001,1024,512,0,f35596f7514e9ae7efe601ae70fa9b51f7d0dbe3cec7a0bf79ae3c89b244d2f9,9111ba899dd507f33844db1845583adcd14154bb169ea7974369a9035449ae91,fc1a73b79c8fa298b157ed74337d8a087f90623d3a260f5c993fdea118dfaaae,
301,A_startup_down5,8,1,0,1,all_active_parameters,1,1.0,non_adaptive,0.9090909090909091,0.0001,512,512,0.16938867095911242,0b8426532c9a12f8d19f2526ccab8ae5df03cb1cde5e1d4b4bbc58cbf1303450,68ae569823098c5319431ed9d6bea61a2a60e59a42d9e89dcafa1a25e6eb7ccf,2770f7cb8e9387960b4b9ea1e02e6acfb72db49d5da87719b55a369d54b46a03,9.090909090909092e-05
301,A_startup_down5,9,2,0,2,all_active_parameters,2,1.999499749846109,non_adaptive,0.9090909090909091,0.0001,512,512,0.18292942251377639,f4b1e554f8b7569cdb7d32cecea57354d70ddbac698010e9507d78e1f8ba0c8d,ae27d22d010ab723316dcc284fa9d86d4b998e0a5b3202088394a1324de78fb0,7016127d2840580583f51f3c6c0b97ca4b2f814cf0efd0456da6607d7559ce78,9.090909090909092e-05
301,A_startup_down5,10,3,0,3,all_active_parameters,3,2.9986659997755396,non_adaptive,0.9090909090909091,0.0001,512,512,0.17359184739713546,e134b1c452a5adbd489f279eaa8d6715fbd31c40045e07f05e69899ddd6a5905,c9462a1902173088338df4474761f4fbf35cbcb09c8cef082e0f19340f2afe8e,42f0ed6405a897bece1516ae470b215e2b81c77c0f999d92d497eb30eaef19d4,9.090909090909092e-05
301,A_startup_down5,11,4,0,4,all_active_parameters,4,3.9974987498546852,non_adaptive,0.9090909090909091,0.0001,512,512,0.11779033538940516,16b0b47177ca0b9094e7d4a583e7b6d06e46457f261f345faf4d997e412cca51,2b161949e70c99e6d3296253e341a3a32e89bebbf30ba3b02dba7d5c49cdec73,3f9c971dbf14b7fc72c5d9f202e188cae81bee4071c23cfcc2af84a5fc15acfe,9.090909090909092e-05
301,A_startup_down5,12,4,1,4,successful_call_counter,5,4.995998000395048,non_adaptive,1.0,0.0001,512,256,0,ff1d73d3ac058b65434c2e573e7b532d5044e994a7a1639dfd2d64458880df4e,637f169467dd45a2084bcd28922d8733247d0573a6bd37486d8d9f2e25f24943,ce6f5592d0838be0279522c3acaca6000e613f2debae6c3a993924d3492eab56,
301,A_startup_down5,13,5,0,5,all_active_parameters,5,4.995998000395048,non_adaptive,0.9090909090909091,0.0001,256,256,0.2413361663133714,7b47795d92aab48e7b19e1520cfc1b0cfe8de8c794067c45c797af83d953eebc,e976b9522253cd054d72ad913115d15264dd209c403813b441cb2564334652c5,ded1ccf2a2902116a32d27d240a35ddef5845668df17091eea07420477bb9964,9.090909090909092e-05
301,A_startup_down5,14,6,0,6,all_active_parameters,6,5.994163751655833,rectified,1.0,0.0001,256,256,0.0095438322220991259,43b2371eae4a9faa857c4281a62c3727f2f4284d019acb10cec8392638b427d2,7671bfa93c7c8ca27d37637c1d10302aa1547549c1eaa964747c417ff2153f6a,f90dde7df8eb91dbcc340775771e6f40a830d25d78ccccca2e6c31e1daf91e85,0.0001
301,A_startup_down5,15,7,0,7,all_active_parameters,7,6.991996003993108,rectified,1.0,0.0001,256,256,0.011207610048670517,18b571874a581961a429566ffec6d14b2efb5cd278e94fa31e914c504de4e696,136e3a46e0da5ccb37b16a03862e1cb79e894b9756e9c4e04194f762a79cadd4,82ae21a40722c71e7b8ba1376bd38a107d97ec9d8e35ec4b5283e876b5bf9a19,0.0001
301,A_startup_down5,16,8,0,8,all_active_parameters,8,7.989494757897319,rectified,1.0,0.0001,256,256,0.012760543348861555,b8bab0a34d859e9a4fa2829d5af9d902c038f60afb61acbab1d010b473c020af,3ade72e78ddd8ddffae191b55b56759ce49d42a124dbac56dbd68ecb1d503b6c,2755714ffaa7a07dcbc023041624823c0fa7f4d12a82ee769228d33b90c0b763,0.0001
301,A_startup_down5,17,9,0,9,all_active_parameters,9,8.986660013807295,rectified,1.0,0.0001,256,256,0.014108175427687813,216e0897cdccd99ec909d230b4d2b59c334bc5ae000b09197291b629343bef53,30d676012e703af47e939b788b6a383c2e0d8a6bc5591252dc45cfaebcfa3099,c451b8bcb643896888b77c7fb8c33c630df3f6535e08b735a9a54e25b2ade2ee,0.0001
301,A_startup_down5,18,10,0,10,all_active_parameters,10,9.98349177230557,rectified,1.0,0.0001,256,256,0.015323060444349062,ef76e8c32d3d829c5125de6a95ec60392d1f378a7b40062697941adc52a1fa2e,1bd03c76a4c3b0ea99abc2786f0499b7e9377848026ef0a59ac1275b362902e3,20695c83cbd6bb3ace588955bf5b77ae751b7ecc51634232e36df3e48d8d13e0,0.0001
301,A_startup_down5,19,11,0,11,all_active_parameters,11,10.979990034062212,rectified,1.0,0.0001,256,256,0.016679459538661946,32a625ba1d19613da278b2bba3031344abc7d0910f41807b6e52a14c460e7ef1,b4ef3df642d16c494fe26a35ac83777ae7165f0183c706a0ea536dcbe0d973c6,341cde37c2146ea54cd92aec05c4da0c597dbb375088aeb8edf64427210db67e,0.0001
301,A_startup_down5,20,12,0,12,all_active_parameters,12,11.97615479973524,rectified,1.0,0.0001,256,256,0.017735379550922536,34fbd52bdf9556dc9ef84af23540a42cae0593648a4484282c3f32acfcb12191,6ff071c7aa5fa38cda84939b3fdc46999c5cf47a010322f307559a65b5b2a581,09b69625e1d9db2b1e6cfc3ff124e07caba0e04f5c7702f40b39056fe86cef7c,0.0001
301,A_startup_down5,21,13,0,13,all_active_parameters,13,12.971986070104549,rectified,1.0,0.0001,256,256,0.01901031580381864,02856fb5c8d07b35c47b7ce13697a8832a407376ec93f05308438b07547324ed,8fbbd5099dd81086e0687755ac0fe86019afd35c4a778e358f0b056889809f3c,4f41e661c40a9f4c1c3546b8fd9cf105ea2b4c4efe986fb31d3c86daf559022a,0.0001
301,A_startup_down5,22,14,0,14,all_active_parameters,14,13.967483846022787,rectified,1.0,0.0001,256,256,0.020277108625465164,9f79617e0bb3d7fa8b07606aaeccb128d835228113c336698b1cfe30516d1751,69d15cb026e9eda46427d8d4a833a5171ac83fa39984aca92b7311244ba87410,1bc5988b2c2d7f7376db8b34f0df2ae8e333f9bfde973840a0907b9c0445c6d4,0.0001
301,A_startup_down5,23,15,0,15,all_active_parameters,15,14.96264812838308,rectified,1.0,0.0001,256,256,0.021524965178553505,94be29e859f225671b1b911a5b933e41201d97df3a12ad9327047bdb46f2327a,cbff61b9d7baa3c610f286f8f1b0d89d9e8f3517cb3bcbd1d8fae8e510cfda26,9a95da161ebec4303d486110a5834c09c9bade289298c42985094305677a4cdc,0.0001
301,A_startup_down5,24,16,0,16,all_active_parameters,16,15.957478918143579,rectified,1.0,0.0001,256,256,0.022667897231602219,1a9dba008947ea6f74952580a8725d35cbf9588fbce23cf8a7b539cdd96d4828,f772790297a61fb19ced8dcd18ebf892907ecca0bda5b67ea07362c1cce3bbc7,96aab2a3f9e6e1370f2a07b3cf317ec000e69e86fcbe9d4b34f9408af989910f,0.0001
